序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
418,高雄市,1995/12,前鎮,16.5,-,-,140.0,-,68,27.47,40.19,-,-,-,18.71,-,-,-,-
419,高雄市,1995/12,小港,32.5,1.36,19.0,141.0,-,105,46.78,57.74,2.87,0.71,2.16,20.5,-,-,-,-
420,高雄市,1995/12,鳳山,31.2,1.3,19.3,151.0,-,84,34.65,49.35,-,-,-,19.18,-,-,-,-
421,高雄市,1995/12,林園,35.1,0.98,29.4,166.0,-,58,19.67,38.66,-,-,-,19.74,-,-,-,-
422,高雄市,1995/12,大寮,22.8,0.93,27.6,144.0,-,49,11.07,37.92,-,-,-,18.97,-,-,-,-
423,高雄市,1995/12,仁武,27.6,0.95,20.9,123.0,-,67,24.95,41.62,3.48,0.77,2.71,18.59,-,-,-,-
424,高雄市,1995/12,橋頭,10.7,0.81,21.2,111.0,-,48,15.11,32.81,2.36,0.24,2.12,18.42,-,-,-,-
425,高雄市,1995/12,美濃,5.3,0.72,27.6,132.0,-,29,3.45,25.09,-,-,-,18.11,-,-,-,-
426,高雄市,1995/11,左營,13.5,0.88,32.2,96.0,-,43,11.82,30.87,2.96,0.43,2.53,21.84,-,-,-,-
427,高雄市,1995/11,楠梓,8.1,0.68,23.7,137.0,-,48,13.69,34.77,2.6,0.3,2.29,22.64,-,-,-,-
428,高雄市,1995/11,前金,17.7,1.04,29.5,106.0,-,48,12.14,35.89,-,-,-,22.28,-,-,-,-
429,高雄市,1995/11,前鎮,17.3,-,-,151.0,-,64,22.85,40.65,-,-,-,22.52,-,-,-,-
430,高雄市,1995/11,小港,26.5,1.19,23.3,142.0,-,92,36.08,55.57,-,-,-,24.12,-,-,-,-
431,高雄市,1995/11,鳳山,24.1,1.2,24.9,146.0,-,59,18.68,40.26,-,-,-,22.95,-,-,-,-
432,高雄市,1995/11,林園,26.3,0.91,32.2,188.0,-,41,10.21,30.92,-,-,-,23.21,-,-,-,-
433,高雄市,1995/11,大寮,18.1,0.86,29.8,162.0,-,39,6.93,32.11,-,-,-,22.63,-,-,-,-
434,高雄市,1995/11,仁武,27.4,0.89,21.5,130.0,-,61,21.69,38.84,3.28,0.79,2.5,23.12,-,-,-,-
435,高雄市,1995/11,橋頭,9.7,0.78,18.3,113.0,-,46,14.78,31.12,2.49,0.25,2.24,21.82,-,-,-,-
436,高雄市,1995/11,美濃,4.7,0.63,37.6,131.0,-,22,1.73,20.32,-,-,-,21.8,-,-,-,-
437,高雄市,1995/10,左營,11.5,0.89,34.6,93.0,-,36,9.75,25.97,2.71,0.32,2.39,26.1,-,-,-,-
438,高雄市,1995/10,楠梓,6.4,0.66,28.3,105.0,-,40,10.49,29.98,2.79,0.33,2.46,27.23,-,-,-,-
439,高雄市,1995/10,前金,14.4,1.0,38.0,125.0,-,39,9.78,29.42,-,-,-,26.56,-,-,-,-
440,高雄市,1995/10,前鎮,15.8,-,-,137.0,-,49,14.64,34.13,2.42,0.41,2.04,26.61,-,-,-,-
441,高雄市,1995/10,小港,20.7,1.02,34.2,131.0,-,59,20.05,38.64,2.9,0.45,2.45,28.07,-,-,-,-
442,高雄市,1995/10,鳳山,18.2,1.16,35.0,124.0,-,53,14.42,38.39,-,-,-,27.11,-,-,-,-
443,高雄市,1995/10,林園,12.1,0.7,42.4,164.0,-,23,5.25,17.75,2.4,0.3,2.1,26.88,-,-,-,-
444,高雄市,1995/10,大寮,16.3,0.9,31.2,146.0,-,34,5.37,28.85,-,-,-,26.79,-,-,-,-
445,高雄市,1995/10,仁武,19.2,0.93,24.9,134.0,-,51,16.71,34.61,4.34,0.94,3.39,27.52,-,-,-,-
446,高雄市,1995/10,橋頭,6.8,0.73,19.3,116.0,-,35,9.64,25.03,2.5,0.23,2.28,26.44,-,-,-,-
447,高雄市,1995/10,美濃,4.8,0.6,46.4,125.0,-,16,0.63,15.39,-,-,-,26.13,-,-,-,-
448,高雄市,1995/09,左營,8.5,0.75,28.6,58.0,-,24,4.4,19.81,2.47,0.22,2.25,27.62,-,-,-,-
449,高雄市,1995/09,楠梓,5.9,0.56,21.5,64.0,-,31,7.2,23.39,2.76,0.32,2.45,28.79,-,-,-,-
450,高雄市,1995/09,前金,8.2,0.83,29.5,75.0,-,27,4.73,22.18,-,-,-,28.06,-,-,-,-
451,高雄市,1995/09,前鎮,13.8,-,-,81.0,-,33,7.03,26.18,2.23,0.28,1.96,27.9,-,-,-,-
452,高雄市,1995/09,小港,12.9,0.8,26.5,80.0,-,36,9.42,26.48,2.39,0.22,2.17,29.27,-,-,-,-
453,高雄市,1995/09,鳳山,11.1,0.94,27.5,79.0,-,36,7.42,28.29,-,-,-,28.27,-,-,-,-
454,高雄市,1995/09,林園,6.2,0.49,31.7,90.0,-,15,2.31,12.57,2.28,0.22,2.06,27.94,-,-,-,-
455,高雄市,1995/09,大寮,8.5,0.69,25.5,77.0,-,21,2.54,18.08,-,-,-,27.63,-,-,-,-
456,高雄市,1995/09,仁武,9.0,0.68,19.5,86.0,-,34,9.59,24.28,3.59,0.57,3.02,28.77,-,-,-,-
457,高雄市,1995/09,橋頭,5.1,0.6,19.9,69.0,-,24,5.58,18.89,2.16,0.13,2.03,27.55,-,-,-,-
458,高雄市,1995/09,美濃,2.7,0.48,34.6,58.0,-,11,0.92,10.53,-,-,-,26.97,-,-,-,-
459,高雄市,1995/08,左營,10.3,0.75,19.8,45.0,-,29,10.93,17.91,2.47,0.28,2.19,27.97,-,-,-,-
460,高雄市,1995/08,楠梓,8.0,0.38,14.3,45.0,-,34,13.64,20.41,-,-,-,29.06,-,-,-,-
461,高雄市,1995/08,前金,12.5,0.86,19.4,55.0,-,33,12.24,20.7,-,-,-,28.42,-,-,-,-
462,高雄市,1995/08,前鎮,18.0,-,-,62.0,-,37,12.57,24.36,-,-,-,28.21,-,-,-,-
463,高雄市,1995/08,小港,18.2,0.95,15.9,64.0,-,43,16.75,25.37,2.28,0.2,2.09,29.46,-,-,-,-
464,高雄市,1995/08,鳳山,9.7,0.85,20.5,55.0,-,30,7.23,22.66,-,-,-,28.51,-,-,-,-
465,高雄市,1995/08,林園,-,0.44,22.0,77.0,-,12,2.56,9.72,2.12,0.14,1.98,28.21,-,-,-,-
466,高雄市,1995/08,大寮,10.2,0.58,17.0,54.0,-,18,2.79,15.56,-,-,-,27.8,-,-,-,-
467,高雄市,1995/08,仁武,10.1,0.6,15.0,59.0,-,26,7.93,17.61,2.92,0.29,2.63,29.1,-,-,-,-
468,高雄市,1995/08,橋頭,7.6,0.51,12.3,49.0,-,24,9.0,15.28,2.16,0.15,2.02,28.06,-,-,-,-
469,高雄市,1995/08,美濃,1.5,0.41,23.6,41.0,-,10,1.59,8.57,-,-,-,26.59,-,-,-,-
470,高雄市,1995/07,左營,7.2,0.64,16.3,31.0,-,26,10.84,15.42,2.24,0.24,2.0,27.81,-,-,-,-
471,高雄市,1995/07,楠梓,9.1,0.47,11.6,35.0,-,36,17.6,18.64,2.57,0.37,2.21,29.05,-,-,-,-
472,高雄市,1995/07,前金,9.5,0.77,13.7,42.0,-,26,9.89,16.37,-,-,-,28.24,-,-,-,-
473,高雄市,1995/07,前鎮,21.8,-,-,45.0,-,33,13.48,19.59,2.12,0.51,1.62,28.15,-,-,-,-
474,高雄市,1995/07,小港,20.5,1.05,12.1,46.0,-,37,18.19,18.95,2.21,0.2,2.01,29.46,-,-,-,-
475,高雄市,1995/07,鳳山,9.5,0.83,16.4,38.0,-,29,9.5,19.38,-,-,-,28.48,-,-,-,-
476,高雄市,1995/07,林園,4.0,0.34,17.1,40.0,-,-,-,-,1.9,0.13,1.78,28.28,-,-,-,-
477,高雄市,1995/07,大寮,6.8,0.48,14.4,34.0,-,14,2.61,11.92,-,-,-,27.87,-,-,-,-
478,高雄市,1995/07,仁武,5.9,0.51,12.4,40.0,-,23,8.81,14.41,2.02,0.19,1.84,28.39,-,-,-,-
479,高雄市,1995/07,橋頭,7.8,0.48,10.6,35.0,-,22,9.24,12.98,2.17,0.17,2.0,27.8,-,-,-,-
480,高雄市,1995/07,美濃,1.6,0.35,23.4,30.0,-,9,1.14,7.65,-,-,-,26.99,-,-,-,-
481,高雄市,1995/06,左營,7.2,0.65,17.4,36.0,-,21,8.25,13.05,2.18,0.2,1.98,28.39,-,-,-,-
482,高雄市,1995/06,楠梓,7.8,0.52,13.3,42.0,-,30,12.28,17.85,2.56,0.37,2.19,29.68,-,-,-,-
483,高雄市,1995/06,前金,6.3,0.71,13.9,43.0,-,23,10.01,12.9,-,-,-,29.11,-,-,-,-
484,高雄市,1995/06,前鎮,18.4,-,-,46.0,-,29,9.93,18.71,2.18,0.43,1.76,28.56,-,-,-,-
485,高雄市,1995/06,小港,14.5,0.67,12.6,46.0,-,26,11.05,15.02,2.26,0.22,2.04,29.85,-,-,-,-
486,高雄市,1995/06,鳳山,9.4,0.86,16.2,43.0,-,33,12.85,19.65,-,-,-,28.98,-,-,-,-
487,高雄市,1995/06,林園,3.6,0.31,17.1,42.0,-,9,2.07,6.76,1.99,0.13,1.84,28.42,-,-,-,-
488,高雄市,1995/06,大寮,9.3,0.51,14.3,40.0,-,17,5.23,11.83,-,-,-,28.4,-,-,-,-
489,高雄市,1995/06,仁武,4.3,0.53,13.0,47.0,-,23,9.74,13.35,2.16,0.17,1.99,28.7,-,-,-,-
490,高雄市,1995/06,橋頭,5.7,0.47,12.8,38.0,-,19,8.37,11.03,2.17,0.28,1.9,28.44,-,-,-,-
491,高雄市,1995/06,美濃,3.4,0.38,27.0,41.0,-,12,2.03,9.83,-,-,-,27.44,-,-,-,-
492,高雄市,1995/05,左營,12.5,0.78,22.3,57.0,-,32,9.7,22.57,2.58,0.35,2.25,26.16,-,-,-,-
493,高雄市,1995/05,楠梓,8.0,0.6,17.2,60.0,-,35,10.35,24.86,2.67,0.45,2.27,27.45,-,-,-,-
494,高雄市,1995/05,前金,11.8,0.89,22.2,72.0,-,31,8.48,22.69,-,-,-,26.63,-,-,-,-
495,高雄市,1995/05,前鎮,19.1,-,-,77.0,-,42,11.7,30.46,2.37,0.44,1.95,26.47,-,-,-,-
496,高雄市,1995/05,小港,17.1,0.89,17.1,75.0,-,38,12.28,25.71,2.29,0.33,1.96,27.87,-,-,-,-
497,高雄市,1995/05,鳳山,14.4,0.99,20.3,79.0,-,42,10.4,31.18,-,-,-,26.91,-,-,-,-
498,高雄市,1995/05,林園,7.4,0.46,23.5,75.0,-,15,2.05,12.98,2.56,0.26,2.3,26.51,-,-,-,-
499,高雄市,1995/05,大寮,10.8,0.61,19.1,73.0,-,23,3.76,19.44,-,-,-,26.59,-,-,-,-
500,高雄市,1995/05,仁武,9.9,0.69,16.7,71.0,-,34,10.7,23.36,2.4,0.36,2.07,26.8,-,-,-,-
501,高雄市,1995/05,橋頭,8.0,0.63,16.8,68.0,-,28,8.27,19.83,3.03,0.74,2.28,26.34,-,-,-,-
502,高雄市,1995/05,美濃,3.1,0.48,31.1,67.0,-,13,1.51,11.74,-,-,-,25.64,-,-,-,-
503,高雄市,1995/04,左營,13.5,0.67,24.6,72.0,-,34,10.34,24.08,-,-,-,26.89,-,-,-,-
504,高雄市,1995/04,楠梓,11.0,0.59,19.5,80.0,-,-,-,-,-,-,-,27.52,-,-,-,-
505,高雄市,1995/04,前金,12.9,0.88,23.3,83.0,-,34,9.12,24.74,-,-,-,25.36,-,-,-,-
506,高雄市,1995/04,前鎮,20.4,-,-,82.0,-,49,15.79,33.78,2.4,0.5,1.97,25.47,-,-,-,-
507,高雄市,1995/04,小港,27.0,1.1,18.3,86.0,-,51,22.31,29.11,-,-,-,26.81,-,-,-,-
508,高雄市,1995/04,鳳山,23.8,0.98,15.3,102.0,-,47,15.42,31.78,-,-,-,25.44,-,-,-,-
509,高雄市,1995/04,林園,14.6,0.57,25.4,94.0,-,27,7.71,19.86,2.81,0.28,2.55,24.32,-,-,-,-
510,高雄市,1995/04,大寮,18.1,0.72,19.5,96.0,-,34,7.91,26.33,-,-,-,27.7,-,-,-,-
511,高雄市,1995/04,仁武,20.4,0.74,16.4,87.0,-,44,16.05,28.3,2.49,0.38,2.12,25.25,-,-,-,-
512,高雄市,1995/04,橋頭,9.8,0.67,18.4,81.0,-,31,10.47,20.79,2.86,0.58,2.3,25.05,-,-,-,-
513,高雄市,1995/04,美濃,4.0,0.55,36.2,97.0,-,17,2.45,14.91,-,-,-,24.88,-,-,-,-
514,高雄市,1995/03,左營,11.6,0.95,20.4,100.0,-,47,15.22,32.22,3.16,0.4,2.76,22.38,-,-,-,-
515,高雄市,1995/03,楠梓,9.6,0.66,12.9,95.0,-,55,17.75,37.58,2.14,0.32,1.82,21.36,-,-,-,-
516,高雄市,1995/03,前金,13.8,1.12,20.1,112.0,-,50,15.13,34.73,-,-,-,20.99,-,-,-,-
517,高雄市,1995/03,前鎮,21.4,-,-,109.0,-,73,26.91,46.34,2.55,0.59,1.95,21.3,-,-,-,-
518,高雄市,1995/03,小港,26.5,1.3,14.6,110.0,-,69,30.3,39.14,2.64,0.63,2.01,22.63,-,-,-,-
519,高雄市,1995/03,鳳山,25.7,1.22,17.3,137.0,-,66,24.54,41.01,-,-,-,21.04,-,-,-,-
520,高雄市,1995/03,林園,21.6,0.82,22.6,125.0,-,44,11.89,31.84,3.04,0.45,2.59,20.41,-,-,-,-
521,高雄市,1995/03,大寮,17.8,0.85,17.0,142.0,-,47,12.75,34.48,-,-,-,23.45,-,-,-,-
522,高雄市,1995/03,仁武,25.3,0.87,13.9,116.0,-,62,24.53,37.6,2.77,0.58,2.21,20.61,-,-,-,-
523,高雄市,1995/03,橋頭,9.6,0.79,15.6,108.0,-,43,15.16,28.02,2.87,0.41,2.46,20.77,-,-,-,-
524,高雄市,1995/03,美濃,4.2,0.67,28.0,118.0,-,29,4.42,24.25,-,-,-,20.74,-,-,-,-
525,高雄市,1995/02,左營,9.8,0.83,14.4,106.0,-,47,13.09,34.62,1.81,0.32,1.52,18.88,-,-,-,-
526,高雄市,1995/02,楠梓,7.0,0.59,14.4,88.0,-,49,12.59,36.26,2.01,0.27,1.74,18.09,-,-,-,-
527,高雄市,1995/02,前金,12.9,1.1,20.6,113.0,-,51,14.14,37.08,-,-,-,17.44,-,-,-,-
528,高雄市,1995/02,前鎮,16.4,-,-,112.0,-,77,27.92,48.79,2.68,0.58,2.09,18.19,-,-,-,-
529,高雄市,1995/02,小港,31.2,1.25,15.1,117.0,-,76,34.81,41.61,2.85,0.67,2.18,19.66,-,-,-,-
530,高雄市,1995/02,鳳山,32.5,1.12,16.5,143.0,-,70,26.38,43.95,-,-,-,17.97,-,-,-,-
531,高雄市,1995/02,林園,33.5,0.89,16.8,130.0,-,55,16.01,38.86,3.15,0.59,2.57,17.56,-,-,-,-
532,高雄市,1995/02,大寮,23.2,0.8,21.2,143.0,-,48,11.71,36.06,-,-,-,20.46,-,-,-,-
533,高雄市,1995/02,仁武,27.4,0.83,15.2,120.0,-,61,22.39,38.35,2.86,0.59,2.28,17.63,-,-,-,-
534,高雄市,1995/02,橋頭,7.5,0.76,16.5,105.0,-,40,11.99,28.48,2.85,0.31,2.53,17.89,-,-,-,-
535,高雄市,1995/02,美濃,3.6,0.67,29.1,121.0,-,27,3.03,24.41,-,-,-,18.25,-,-,-,-
536,高雄市,1995/01,左營,11.3,0.94,19.8,120.0,-,48,14.25,33.7,3.02,0.44,2.6,19.32,-,-,-,-
537,高雄市,1995/01,楠梓,8.6,0.73,17.6,89.0,-,54,17.12,37.13,2.42,0.35,2.07,18.67,-,-,-,-
538,高雄市,1995/01,前金,14.7,1.11,22.1,117.0,-,51,14.36,36.23,-,-,-,18.24,-,-,-,-
539,高雄市,1995/01,前鎮,17.2,-,-,124.0,-,77,27.88,49.01,3.72,1.13,2.64,18.62,-,-,-,-
540,高雄市,1995/01,小港,29.6,1.24,17.5,124.0,-,80,34.63,45.0,2.84,0.64,2.21,19.89,-,-,-,-
541,高雄市,1995/01,鳳山,31.9,1.22,18.4,144.0,-,75,27.63,47.64,-,-,-,18.3,-,-,-,-
542,高雄市,1995/01,林園,36.8,0.92,13.8,139.0,-,51,13.97,37.29,3.38,0.71,2.67,17.68,-,-,-,-
543,高雄市,1995/01,大寮,24.2,0.88,21.2,151.0,-,37,7.57,29.52,-,-,-,20.56,-,-,-,-
544,高雄市,1995/01,仁武,27.0,0.83,17.6,122.0,-,59,21.25,38.02,2.83,0.56,2.28,18.03,-,-,-,-
545,高雄市,1995/01,橋頭,9.0,0.72,19.6,114.0,-,43,13.8,29.14,2.82,0.51,2.31,18.41,-,-,-,-
546,高雄市,1995/01,美濃,4.4,0.66,32.1,122.0,-,27,3.49,23.9,-,-,-,18.35,-,-,-,-
547,高雄市,1994/12,左營,11.4,0.99,19.1,135.0,-,46,14.31,32.13,3.07,0.37,2.7,23.43,-,-,-,-
548,高雄市,1994/12,楠梓,9.2,0.81,15.5,116.0,-,50,15.9,34.39,-,0.24,-,22.87,-,-,-,-
549,高雄市,1994/12,前金,14.4,1.14,20.2,131.0,-,48,15.07,33.25,-,-,-,22.2,-,-,-,-
550,高雄市,1994/12,前鎮,18.1,-,-,142.0,-,71,25.83,44.99,2.53,0.53,2.01,22.57,-,-,-,-
551,高雄市,1994/12,小港,29.5,1.39,16.6,142.0,-,84,39.48,44.12,3.08,0.69,2.39,23.83,-,-,-,-
552,高雄市,1994/12,鳳山,38.3,1.34,19.5,164.0,-,75,27.92,46.8,-,-,-,22.26,-,-,-,-
553,高雄市,1994/12,林園,29.1,0.97,14.6,174.0,-,45,13.84,31.61,3.19,0.65,2.54,21.5,-,-,-,-
554,高雄市,1994/12,大寮,19.6,1.0,20.9,-,-,39,9.1,30.18,-,-,-,24.64,-,-,-,-
555,高雄市,1994/12,仁武,25.9,0.9,16.3,131.0,-,60,22.22,37.38,2.79,0.54,2.25,22.28,-,-,-,-
556,高雄市,1994/12,橋頭,10.2,0.86,17.6,130.0,-,44,15.84,28.58,2.85,0.52,2.29,22.39,-,-,-,-
557,高雄市,1994/12,美濃,4.5,0.77,28.3,155.0,-,27,3.77,23.71,-,-,-,22.17,-,-,-,-
558,高雄市,1994/11,左營,13.8,1.04,35.3,143.0,-,47,11.96,34.98,3.35,0.46,2.9,24.24,-,-,-,-
559,高雄市,1994/11,楠梓,8.4,0.82,26.6,126.0,-,56,18.76,37.29,2.53,0.62,1.91,24.16,-,-,-,-
560,高雄市,1994/11,前金,15.7,1.13,32.6,140.0,-,52,11.69,40.07,-,-,-,23.65,-,-,-,-
561,高雄市,1994/11,前鎮,12.2,-,-,111.0,-,66,18.83,47.15,2.72,0.54,2.18,24.01,-,-,-,-
562,高雄市,1994/11,小港,20.8,1.2,28.0,137.0,-,68,20.6,47.3,3.02,0.6,2.42,24.99,-,-,-,-
563,高雄市,1994/11,鳳山,23.5,1.15,29.7,149.0,-,56,12.37,43.3,-,-,-,23.62,-,-,-,-
564,高雄市,1994/11,林園,13.6,0.76,25.6,162.0,-,-,-,-,2.84,0.39,2.45,22.48,-,-,-,-
565,高雄市,1994/11,大寮,15.1,0.94,28.9,175.0,-,37,4.35,32.52,-,-,-,26.04,-,-,-,-
566,高雄市,1994/11,仁武,20.1,0.9,27.1,139.0,-,56,15.08,40.88,2.77,0.46,2.32,25.46,-,-,-,-
567,高雄市,1994/11,橋頭,8.5,0.81,30.0,131.0,-,42,12.91,29.36,2.67,0.38,2.29,23.71,-,-,-,-
568,高雄市,1994/11,美濃,5.1,0.67,42.0,135.0,-,24,1.19,22.6,-,-,-,23.41,-,-,-,-
569,高雄市,1994/10,左營,12.3,0.9,38.3,95.0,-,35,7.12,28.01,3.02,0.32,2.71,26.4,-,-,-,-
570,高雄市,1994/10,楠梓,6.8,0.66,30.7,102.0,-,37,7.91,29.65,2.73,0.58,2.18,26.34,-,-,-,-
571,高雄市,1994/10,前金,12.5,0.86,33.2,94.0,-,40,6.89,33.55,-,-,-,25.39,-,-,-,-
572,高雄市,1994/10,前鎮,10.2,-,-,93.0,-,46,11.37,34.85,2.43,0.29,2.05,25.47,-,-,-,-
573,高雄市,1994/10,小港,19.1,1.02,31.2,108.0,-,54,15.41,38.75,2.66,0.38,2.28,26.46,-,-,-,-
574,高雄市,1994/10,鳳山,23.0,0.95,30.6,105.0,-,43,8.14,35.01,-,-,-,25.12,-,-,-,-
575,高雄市,1994/10,林園,15.2,0.7,32.5,121.0,-,21,3.43,17.15,2.52,0.34,2.18,25.71,-,-,-,-
576,高雄市,1994/10,大寮,16.0,0.78,29.8,137.0,-,31,2.87,27.78,-,-,-,28.06,-,-,-,-
577,高雄市,1994/10,仁武,19.0,0.77,28.2,109.0,-,40,8.73,30.98,2.71,0.41,2.31,26.93,-,-,-,-
578,高雄市,1994/10,橋頭,7.1,0.67,31.1,101.0,-,30,6.27,23.68,2.08,0.24,1.84,25.21,-,-,-,-
579,高雄市,1994/10,美濃,4.3,0.58,39.2,103.0,-,19,1.1,17.51,-,-,-,24.77,-,-,-,-
580,高雄市,1994/09,左營,10.9,0.85,36.4,70.0,-,30,5.7,22.91,2.59,0.28,2.31,29.01,-,-,-,-
581,高雄市,1994/09,楠梓,9.0,0.65,26.2,80.0,-,33,7.76,24.58,-,-,-,28.99,-,-,-,-
582,高雄市,1994/09,前金,11.4,0.9,30.2,66.0,-,30,4.48,25.4,-,-,-,27.85,-,-,-,-
583,高雄市,1994/09,前鎮,14.7,-,-,76.0,-,34,6.96,26.26,-,-,-,27.76,-,-,-,-
584,高雄市,1994/09,小港,16.5,0.95,27.8,78.0,-,35,8.39,27.04,1.8,0.36,1.44,28.6,-,-,-,-
585,高雄市,1994/09,鳳山,15.4,0.95,30.4,77.0,-,33,4.89,28.31,-,-,-,27.38,-,-,-,-
586,高雄市,1994/09,林園,5.4,0.5,30.7,71.0,-,-,-,-,2.1,0.16,1.94,27.7,-,-,-,-
587,高雄市,1994/09,大寮,9.8,0.6,26.4,110.0,-,20,1.3,17.99,-,-,-,29.9,-,-,-,-
588,高雄市,1994/09,仁武,12.8,0.71,24.5,83.0,-,31,7.47,23.71,-,-,-,29.41,-,-,-,-
589,高雄市,1994/09,橋頭,5.9,0.64,27.6,81.0,-,25,5.16,20.11,2.06,0.14,1.91,27.68,-,-,-,-
590,高雄市,1994/09,美濃,3.2,0.55,35.0,68.0,-,13,0.77,11.88,-,-,-,26.66,-,-,-,-
591,高雄市,1994/08,左營,7.8,0.78,15.5,41.0,-,29,12.15,16.54,2.1,0.34,1.77,28.74,-,-,-,-
592,高雄市,1994/08,楠梓,6.2,0.54,10.9,40.0,-,29,11.03,17.86,2.55,0.65,1.89,28.64,-,-,-,-
593,高雄市,1994/08,前金,7.8,0.84,12.5,41.0,-,30,12.91,17.52,-,-,-,27.71,-,-,-,-
594,高雄市,1994/08,前鎮,12.6,-,-,54.0,-,36,14.33,20.16,-,-,-,27.52,-,-,-,-
595,高雄市,1994/08,小港,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
596,高雄市,1994/08,鳳山,8.9,0.87,14.5,42.0,-,28,8.33,19.91,-,-,-,27.1,-,-,-,-
597,高雄市,1994/08,林園,7.3,0.5,16.8,54.0,-,-,-,-,2.11,0.22,1.89,27.58,-,-,-,-
598,高雄市,1994/08,大寮,11.1,0.48,16.0,58.0,-,15,2.14,11.22,-,-,-,29.84,-,-,-,-
599,高雄市,1994/08,仁武,6.2,0.56,9.3,47.0,-,25,9.39,15.81,1.86,0.3,1.55,29.37,-,-,-,-
600,高雄市,1994/08,橋頭,2.2,0.49,10.3,43.0,-,21,7.63,13.56,2.16,0.17,1.99,27.39,-,-,-,-
601,高雄市,1994/08,美濃,1.2,0.42,19.5,35.0,-,10,1.49,8.6,-,-,-,26.42,-,-,-,-
602,高雄市,1994/07,左營,9.2,0.72,23.2,51.0,-,25,7.33,17.72,2.16,0.27,1.89,30.21,-,-,-,-
603,高雄市,1994/07,楠梓,6.2,0.54,15.4,53.0,-,29,9.15,19.11,2.56,0.44,2.13,30.25,-,-,-,-
604,高雄市,1994/07,前金,9.4,0.85,18.4,45.0,-,26,6.9,18.63,-,-,-,29.06,-,-,-,-
605,高雄市,1994/07,前鎮,14.3,-,-,56.0,-,30,8.23,20.78,1.7,0.45,1.29,28.83,-,-,-,-
606,高雄市,1994/07,小港,11.9,0.82,17.7,54.0,-,31,9.01,19.93,2.01,0.31,1.7,29.96,-,-,-,-
607,高雄市,1994/07,鳳山,9.8,0.86,19.6,54.0,-,30,6.13,23.51,-,-,-,28.62,-,-,-,-
608,高雄市,1994/07,林園,4.2,0.48,23.0,57.0,-,-,-,-,1.98,0.19,1.8,28.82,-,-,-,-
609,高雄市,1994/07,大寮,8.2,0.52,18.6,64.0,-,17,2.12,13.92,-,-,-,31.34,-,-,-,-
610,高雄市,1994/07,仁武,5.5,0.67,13.0,61.0,-,29,8.72,20.26,1.85,0.28,1.58,30.8,-,-,-,-
611,高雄市,1994/07,橋頭,2.5,0.49,18.6,49.0,-,19,5.94,13.41,2.11,0.13,1.98,28.98,-,-,-,-
612,高雄市,1994/07,美濃,1.6,0.45,25.9,46.0,-,10,1.19,8.81,-,-,-,27.79,-,-,-,-
613,高雄市,1994/06,左營,10.2,0.87,13.9,48.0,-,34,14.14,18.72,2.21,0.28,1.94,29.91,-,-,-,-
614,高雄市,1994/06,楠梓,11.2,0.58,10.9,46.0,-,36,15.96,20.05,2.67,0.51,2.18,30.02,-,-,-,-
615,高雄市,1994/06,前金,12.5,1.02,10.4,44.0,-,38,16.74,21.13,-,-,-,28.78,-,-,-,-
616,高雄市,1994/06,前鎮,19.9,-,-,62.0,-,40,15.6,23.17,1.92,0.65,1.33,28.52,-,-,-,-
617,高雄市,1994/06,小港,13.4,0.77,9.6,52.0,-,33,12.31,17.3,1.83,0.25,1.58,29.39,-,-,-,-
618,高雄市,1994/06,鳳山,9.0,0.96,14.5,53.0,-,32,10.69,20.97,-,-,-,28.28,-,-,-,-
619,高雄市,1994/06,林園,2.8,0.42,14.9,52.0,-,8,1.22,6.04,1.64,0.35,1.32,28.61,-,-,-,-
620,高雄市,1994/06,大寮,6.5,0.5,11.3,55.0,-,17,3.98,11.78,-,-,-,30.34,-,-,-,-
621,高雄市,1994/06,仁武,9.3,0.62,11.1,51.0,-,29,10.8,18.38,1.97,0.29,1.69,30.58,-,-,-,-
622,高雄市,1994/06,橋頭,7.2,0.57,11.9,42.0,-,26,11.45,14.76,2.13,0.22,1.9,28.5,-,-,-,-
623,高雄市,1994/06,美濃,1.5,0.44,21.0,38.0,-,11,1.9,8.78,-,-,-,27.64,-,-,-,-
624,高雄市,1994/05,左營,8.8,0.81,29.1,58.0,-,24,5.69,16.87,2.12,0.22,1.91,27.63,-,-,-,-
625,高雄市,1994/05,楠梓,8.8,0.63,21.0,61.0,-,34,9.27,23.86,2.84,0.42,2.43,29.19,-,-,-,-
626,高雄市,1994/05,前金,9.0,0.86,23.8,58.0,-,25,5.04,20.02,-,-,-,27.88,-,-,-,-
627,高雄市,1994/05,前鎮,16.5,-,-,60.0,-,34,8.63,24.68,1.75,0.4,1.37,27.73,-,-,-,-
