,SO2,CO,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
744,4.3,0.38,39.2,38.0,17.0,3.04,14.42,2.019,0.18600000000000003,1.8330000000000002,1.67,0.0,76.23
745,4.3,0.4,44.7,39.0,15.0,2.67,12.11,2.101,0.15,1.9509999999999998,1.81,0.0,75.29
746,4.2,0.55,37.3,36.0,18.0,1.85,15.92,2.2640000000000002,0.264,2.0,1.74,0.0,72.25
747,8.6,0.43,37.4,38.0,21.0,3.11,18.24,2.053,0.16699999999999998,1.886,2.06,0.0,73.66
748,6.5,0.42,39.3,38.0,20.0,2.88,17.49,2.057,0.18600000000000003,1.871,1.65,0.0,72.31
749,6.1,0.63,34.5,31.0,22.0,3.56,18.83,2.263,0.268,1.995,0.81,0.0,74.71
750,4.6,0.42,41.4,40.0,14.0,1.95,12.44,2.041,0.147,1.8940000000000001,1.97,0.0,74.43
751,1.6,0.27,37.6,29.0,7.0,1.53,5.43,0.0,0.0,0.0,0.99,0.0,78.23
752,5.1,0.38,38.2,34.0,18.0,2.52,15.6,2.086,0.17300000000000001,1.913,1.77,0.0,76.99
753,3.7,0.36,38.2,37.0,14.0,1.92,12.17,0.0,0.0,0.0,2.2,0.0,77.44
754,4.3,0.38,37.3,39.0,15.0,2.25,12.93,2.142,0.157,1.985,1.38,0.0,77.48
755,3.6,0.23,42.6,28.0,8.0,1.29,6.67,2.04,0.067,1.973,2.33,0.0,77.72
756,4.5,0.34,21.4,24.0,17.0,5.09,11.9,1.989,0.159,1.83,0.0,0.0,80.54
757,4.3,0.47,18.3,20.0,17.0,3.23,13.96,2.146,0.23800000000000002,1.9080000000000001,0.0,0.0,77.4
758,10.2,0.35,18.1,20.0,21.0,5.65,15.41,1.982,0.19399999999999998,1.788,0.0,0.0,78.01
759,6.6,0.31,18.0,22.0,20.0,5.0,15.19,2.012,0.213,1.7990000000000002,0.0,0.0,76.82
760,6.2,0.5,15.8,14.0,21.0,5.22,15.8,2.161,0.253,1.9069999999999998,0.0,0.0,78.17
761,2.9,0.15,24.3,14.0,8.0,1.65,6.46,1.9669999999999999,0.07,1.8980000000000001,0.0,0.0,78.52
762,5.0,0.3,20.0,21.0,18.0,5.17,13.11,1.966,0.217,1.749,0.0,0.0,79.93
763,1.1,0.16,22.5,12.0,6.0,1.74,4.03,0.0,0.0,0.0,0.0,0.0,83.02
764,5.1,0.3,18.9,17.0,18.0,4.17,14.15,2.02,0.163,1.857,0.0,0.0,80.85
765,3.7,0.25,20.8,18.0,14.0,3.33,10.47,0.0,0.0,0.0,0.0,0.0,80.77
766,3.6,0.25,19.2,19.0,12.0,2.72,9.75,2.043,0.125,1.9180000000000001,0.0,0.0,82.36
767,5.1,0.32,19.4,20.0,15.0,3.83,11.35,1.9569999999999999,0.158,1.7990000000000002,0.0,0.0,78.25
768,5.2,0.33,20.6,25.0,19.0,5.98,12.69,1.989,0.16699999999999998,1.821,0.0,0.0,74.03
769,4.2,0.43,18.4,21.0,17.0,3.23,13.34,2.12,0.22699999999999998,1.893,0.0,0.0,68.96
770,8.3,0.31,18.2,20.0,20.0,5.79,14.25,1.976,0.20800000000000002,1.768,0.0,0.0,71.85
771,7.7,0.31,16.6,21.0,21.0,5.75,15.15,2.0469999999999997,0.23600000000000002,1.811,0.0,0.0,70.7
772,6.5,0.5,15.4,13.0,22.0,6.19,15.73,2.142,0.257,1.885,0.0,0.0,72.68
773,3.0,0.14,20.7,13.0,7.0,1.45,5.92,1.943,0.043,1.902,0.0,0.0,72.92
774,4.7,0.28,21.5,21.0,18.0,5.05,12.62,1.8980000000000001,0.162,1.736,0.0,0.0,73.82
775,1.2,0.17,24.6,14.0,6.0,1.69,4.3,0.0,0.0,0.0,0.0,0.0,75.5
776,5.7,0.28,19.2,18.0,19.0,4.46,14.17,2.021,0.154,1.867,0.0,0.0,74.14
777,3.7,0.23,21.5,18.0,13.0,3.11,10.36,0.0,0.0,0.0,0.0,0.0,75.79
778,3.7,0.22,17.8,19.0,13.0,2.84,9.78,1.974,0.136,1.839,0.0,0.0,74.59
779,5.8,0.32,19.0,22.0,17.0,4.32,12.21,1.936,0.152,1.784,0.0,0.0,71.79
780,4.5,0.37,25.0,29.0,17.0,4.92,12.35,2.0,0.163,1.837,0.0,0.0,75.33
781,3.6,0.47,22.5,25.0,16.0,2.76,13.63,2.15,0.23,1.92,0.0,0.0,69.44
782,8.1,0.34,21.6,25.0,18.0,5.04,13.21,1.965,0.174,1.7919999999999998,0.0,0.0,72.71
783,6.2,0.32,21.6,26.0,18.0,3.49,14.48,2.022,0.19399999999999998,1.829,0.0,0.0,71.75
784,5.7,0.52,19.7,18.0,20.0,4.71,15.67,2.142,0.23600000000000002,1.906,0.0,0.0,73.66
785,2.9,0.17,25.9,16.0,7.0,1.38,5.52,1.9169999999999998,0.040999999999999995,1.8769999999999998,0.0,0.0,73.54
786,4.3,0.33,23.4,26.0,17.0,4.3,12.71,1.896,0.149,1.746,0.0,0.0,74.93
787,1.3,0.21,24.1,17.0,6.0,1.54,4.78,0.0,0.0,0.0,0.0,0.0,73.86
788,4.8,0.3,22.7,24.0,17.0,3.47,13.07,2.029,0.14400000000000002,1.8840000000000001,0.0,0.0,75.66
789,3.4,0.29,23.9,23.0,13.0,3.16,10.29,0.0,0.0,0.0,0.0,0.0,76.46
790,3.3,0.27,21.5,24.0,13.0,2.64,10.82,2.003,0.14,1.8619999999999999,0.0,0.0,73.81
791,4.8,0.38,23.7,27.0,15.0,3.16,11.41,1.9580000000000002,0.15,1.808,0.0,0.0,73.41
792,4.1,0.4,24.5,28.0,19.0,4.71,14.16,2.031,0.165,1.8659999999999999,0.0,0.0,79.73
793,4.7,0.56,20.9,26.0,20.0,3.47,16.94,2.24,0.27699999999999997,1.963,0.0,0.0,75.66
794,9.0,0.37,20.9,25.0,24.0,6.77,17.37,2.062,0.24,1.8219999999999998,0.0,0.0,77.57
795,7.2,0.34,21.6,24.0,23.0,4.9,17.79,2.062,0.215,1.8459999999999999,0.0,0.0,76.79
796,6.6,0.54,19.6,19.0,25.0,5.67,19.74,2.228,0.295,1.933,0.0,0.0,78.37
797,3.4,0.17,29.8,14.0,9.0,1.52,7.42,1.892,0.054000000000000006,1.839,0.0,0.0,77.71
798,4.8,0.35,22.4,27.0,20.0,4.53,15.18,1.979,0.19,1.7890000000000001,0.0,0.0,79.05
799,1.5,0.23,24.8,20.0,7.0,1.93,5.29,0.0,0.0,0.0,0.0,0.0,79.38
800,5.1,0.36,22.6,24.0,21.0,3.93,16.97,2.042,0.16,1.882,0.0,0.0,79.19
801,3.6,0.31,23.7,27.0,15.0,2.95,12.34,0.0,0.0,0.0,0.0,0.0,80.1
802,4.0,0.29,20.7,25.0,16.0,2.85,12.81,2.129,0.159,1.97,0.0,0.0,80.61
803,5.0,0.41,23.8,26.0,18.0,3.72,14.28,2.0140000000000002,0.172,1.841,0.0,0.0,77.81
804,4.4,0.55,39.1,43.0,21.0,2.48,18.09,2.188,0.188,2.001,0.0,0.0,76.63
805,8.4,0.61,32.5,43.0,32.0,5.22,26.58,2.188,0.261,1.9269999999999998,0.0,0.0,72.02
806,6.6,0.57,34.9,43.0,27.0,3.5,23.31,2.241,0.264,1.9769999999999999,0.0,0.0,72.63
807,6.4,0.87,31.6,39.0,33.0,5.05,27.79,2.459,0.375,2.084,0.0,0.0,72.34
808,5.0,0.59,37.6,46.0,21.0,2.42,18.55,2.17,0.198,1.972,0.0,0.0,73.93
809,6.2,0.7,32.7,42.0,26.0,3.2,22.89,2.396,0.32299999999999995,2.073,0.0,0.0,71.51
810,1.8,0.42,32.8,32.0,11.0,1.78,8.9,0.0,0.0,0.0,0.0,0.0,75.81
811,3.8,0.5,33.3,49.0,20.0,2.71,16.93,0.0,0.0,0.0,0.0,0.0,76.36
812,6.1,0.52,32.2,46.0,22.0,2.47,19.92,2.311,0.23,2.081,0.0,0.0,78.37
813,6.6,0.55,32.4,39.0,28.0,4.57,23.7,2.244,0.24,2.004,0.0,0.0,75.69
814,6.3,0.44,36.7,31.0,19.0,2.32,16.65,2.099,0.099,2.0,0.0,0.0,77.05
815,4.2,0.52,33.6,44.0,23.0,3.23,19.36,2.095,0.198,1.8969999999999998,0.0,0.0,75.98
816,4.8,0.53,37.0,45.0,22.0,4.2,17.71,2.206,0.196,2.01,0.0,0.0,71.47
817,7.9,0.59,30.7,47.0,34.0,6.07,28.42,2.176,0.257,1.919,0.0,0.0,67.63
818,6.1,0.55,33.1,45.0,28.0,4.01,24.34,2.241,0.266,1.975,0.0,0.0,68.57
819,6.4,0.81,30.0,42.0,34.0,6.5,27.0,2.458,0.371,2.0869999999999997,0.0,0.0,67.72
820,5.4,0.56,35.3,50.0,23.0,3.35,19.33,2.167,0.20199999999999999,1.965,0.0,0.0,69.21
821,6.8,0.66,30.4,47.0,29.0,4.29,24.26,2.397,0.327,2.07,0.0,0.0,66.21
822,2.1,0.38,36.6,40.0,12.0,1.71,9.98,0.0,0.0,0.0,0.0,0.0,69.83
823,4.0,0.47,33.0,49.0,20.0,3.28,17.2,0.0,0.0,0.0,0.0,0.0,71.27
824,7.2,0.51,32.6,51.0,27.0,4.18,22.72,2.338,0.26,2.079,0.0,0.0,71.59
825,5.7,0.5,30.9,42.0,29.0,5.17,23.39,2.197,0.235,1.962,0.0,0.0,70.75
826,7.3,0.42,37.1,34.0,23.0,3.06,19.43,2.131,0.126,2.005,0.0,0.0,71.56
827,4.2,0.48,33.2,46.0,24.0,4.08,20.07,2.0580000000000003,0.17800000000000002,1.88,0.0,0.0,70.75
828,4.0,0.59,34.2,57.0,21.0,3.8,17.35,2.263,0.195,2.068,0.0,0.0,74.57
829,7.8,0.65,29.3,57.0,37.0,6.9,30.25,2.219,0.27699999999999997,1.942,0.0,0.0,69.71
830,4.6,0.63,31.5,53.0,29.0,4.25,24.67,2.276,0.27699999999999997,1.999,0.0,0.0,71.17
831,5.7,0.89,28.9,49.0,34.0,7.04,27.17,2.491,0.389,2.102,0.0,0.0,70.55
832,4.3,0.64,33.0,56.0,24.0,3.26,21.09,2.209,0.209,2.0,0.0,0.0,72.45
833,7.9,0.69,28.9,54.0,31.0,4.69,26.31,2.426,0.336,2.09,0.0,0.0,69.61
834,1.8,0.42,35.8,46.0,12.0,1.98,9.64,0.0,0.0,0.0,0.0,0.0,72.7
835,3.4,0.51,31.3,55.0,20.0,3.12,16.47,0.0,0.0,0.0,0.0,0.0,75.45
836,5.8,0.54,35.1,53.0,24.0,2.8,20.98,2.235,0.21600000000000003,2.019,0.0,0.0,73.53
837,6.2,0.54,30.8,48.0,28.0,4.79,23.0,2.226,0.23600000000000002,1.989,0.0,0.0,73.95
838,7.3,0.48,35.3,39.0,26.0,3.48,22.39,2.213,0.161,2.051,0.0,0.0,71.29
839,3.4,0.5,32.7,51.0,22.0,3.52,18.93,2.031,0.157,1.874,0.0,0.0,73.73
840,4.4,0.67,26.7,58.0,28.0,4.48,23.61,2.302,0.239,2.063,0.0,0.0,73.54
841,8.4,0.78,20.6,63.0,51.0,14.86,36.08,2.283,0.354,1.929,0.0,0.0,68.49
842,5.0,0.8,23.5,60.0,38.0,7.79,30.6,2.324,0.35,1.974,0.0,0.0,69.61
843,6.0,1.03,21.1,51.0,45.0,11.66,33.68,2.557,0.483,2.074,0.0,0.0,69.57
844,4.5,0.72,25.1,60.0,31.0,5.34,25.71,2.24,0.256,1.984,0.0,0.0,71.54
845,9.2,0.75,21.5,60.0,39.0,9.28,29.63,2.434,0.39,2.044,0.0,0.0,70.28
846,1.6,0.48,27.9,46.0,14.0,2.69,11.28,0.0,0.0,0.0,0.0,0.0,76.25
847,4.2,0.59,23.7,55.0,27.0,4.49,22.16,0.0,0.0,0.0,0.0,0.0,75.94
848,6.3,0.63,25.8,56.0,32.0,4.95,26.59,2.276,0.299,1.9769999999999999,0.0,0.0,73.21
849,7.2,0.62,22.5,56.0,37.0,8.54,28.17,2.289,0.287,2.003,0.0,0.0,73.67
850,10.2,0.58,28.1,41.0,36.0,7.09,28.63,2.291,0.262,2.029,0.0,0.0,69.84
851,3.8,0.57,24.0,54.0,30.0,5.72,24.2,2.0780000000000003,0.177,1.901,0.0,0.0,74.44
852,8.7,0.7,22.4,50.0,44.0,11.39,32.88,2.224,0.33,1.8940000000000001,0.0,0.0,72.0
853,9.5,0.56,30.2,33.0,29.0,4.78,23.83,2.238,0.207,2.031,0.0,0.0,77.94
854,8.1,0.61,22.4,46.0,37.0,9.18,28.16,2.339,0.307,2.032,0.0,0.0,76.07
855,7.7,0.59,25.1,51.0,28.0,4.51,23.9,2.269,0.281,1.9880000000000002,0.0,0.0,77.53
856,4.3,0.57,23.9,51.0,25.0,4.27,21.2,0.0,0.0,0.0,0.0,0.0,78.06
857,1.7,0.43,26.6,36.0,13.0,2.39,10.87,0.0,0.0,0.0,0.0,0.0,79.25
858,4.6,0.64,28.7,50.0,27.0,4.05,22.9,2.291,0.248,2.043,0.0,0.0,75.77
859,4.2,0.58,23.8,47.0,29.0,5.39,23.63,2.106,0.207,1.9,0.0,0.0,76.64
860,4.5,0.68,26.2,49.0,29.0,4.66,24.08,2.22,0.257,1.962,0.0,0.0,73.73
861,7.2,1.02,21.3,43.0,44.0,11.34,32.78,2.5669999999999997,0.5,2.0669999999999997,0.0,0.0,71.92
862,6.4,0.75,25.0,49.0,37.0,7.61,29.7,2.334,0.349,1.986,0.0,0.0,73.18
863,8.3,0.74,22.9,50.0,35.0,7.5,27.65,2.4,0.373,2.0269999999999997,0.0,0.0,73.07
864,6.4,0.49,42.1,35.0,21.0,3.26,17.38,2.2430000000000003,0.08199999999999999,2.161,0.0,0.0,78.72
865,5.2,0.7,29.9,51.0,28.0,5.9,22.32,2.419,0.336,2.083,0.0,0.0,75.9
866,6.5,0.6,30.2,52.0,26.0,5.07,21.35,2.363,0.284,2.0780000000000003,0.0,0.0,78.28
867,4.4,0.59,30.4,51.0,28.0,5.76,21.93,2.124,0.22699999999999998,1.8969999999999998,0.0,0.0,76.79
868,7.2,0.76,31.4,51.0,31.0,6.28,25.13,2.4459999999999997,0.39899999999999997,2.0469999999999997,0.0,0.0,73.22
869,8.5,0.64,29.5,50.0,38.0,10.21,28.28,2.209,0.317,1.892,0.0,0.0,73.29
870,4.0,0.57,29.9,54.0,24.0,4.73,19.65,0.0,0.0,0.0,0.0,0.0,78.9
871,7.2,0.99,27.8,42.0,41.0,10.55,30.06,2.573,0.488,2.085,0.0,0.0,72.66
872,7.9,0.62,27.8,49.0,35.0,7.53,27.03,2.379,0.321,2.0580000000000003,0.0,0.0,76.55
873,6.5,0.66,30.4,49.0,34.0,7.02,27.09,2.331,0.35600000000000004,1.976,0.0,0.0,74.42
874,2.0,0.41,31.3,36.0,13.0,2.69,10.03,0.0,0.0,0.0,0.0,0.0,78.9
875,5.3,0.69,32.2,52.0,28.0,4.6,23.09,2.247,0.28,1.9669999999999999,0.0,0.0,74.24
876,6.6,0.75,43.9,40.0,29.0,5.22,23.38,2.3819999999999997,0.353,2.029,0.0,0.0,68.5
877,4.9,0.51,47.8,50.0,19.0,2.43,16.74,2.144,0.192,1.953,0.0,0.0,69.32
878,6.5,0.45,46.9,45.0,24.0,2.72,21.64,2.18,0.25,1.93,0.0,0.0,69.11
879,4.4,0.46,44.0,50.0,21.0,2.57,18.57,2.035,0.175,1.86,0.0,0.0,71.76
880,5.0,0.5,50.2,48.0,19.0,2.26,16.46,2.22,0.198,2.021,0.0,0.0,70.6
881,2.4,0.34,46.1,42.0,11.0,1.42,9.09,0.0,0.0,0.0,0.0,0.0,73.53
882,4.5,0.44,42.8,51.0,19.0,2.18,16.44,0.0,0.0,0.0,0.0,0.0,73.21
883,5.9,0.47,44.2,51.0,19.0,1.69,17.53,2.256,0.20800000000000002,2.048,0.0,0.0,73.94
884,6.9,0.48,42.4,48.0,26.0,3.63,22.09,2.242,0.226,2.016,0.0,0.0,71.81
885,6.1,0.6,47.9,51.0,23.0,2.39,20.51,2.3169999999999997,0.31,2.0069999999999997,0.0,0.0,68.09
886,7.1,0.46,56.5,52.0,27.0,3.88,22.69,2.1,0.22,1.88,0.0,0.0,69.09
887,5.1,0.5,42.1,35.0,19.0,1.97,16.78,2.2319999999999998,0.27,1.9609999999999999,0.0,0.0,70.6
888,4.5,0.44,41.1,40.0,15.0,2.14,13.14,2.057,0.17,1.8869999999999998,0.0,0.0,71.13
889,5.7,0.43,39.2,36.0,20.0,2.63,17.57,2.093,0.22699999999999998,1.8659999999999999,0.0,0.0,70.17
890,5.9,0.64,36.3,30.0,24.0,3.96,20.41,2.26,0.29600000000000004,1.964,0.0,0.0,71.24
891,3.6,0.34,38.2,37.0,15.0,2.12,12.39,0.0,0.0,0.0,0.0,0.0,74.78
892,5.3,0.38,36.7,35.0,19.0,2.74,16.42,2.08,0.179,1.901,0.0,0.0,74.27
893,5.3,0.4,37.0,40.0,17.0,2.0,14.51,2.18,0.18,2.0,0.0,0.0,76.39
894,7.4,0.41,36.4,44.0,26.0,4.71,20.89,2.028,0.18600000000000003,1.8419999999999999,0.0,0.0,71.71
895,4.5,0.41,43.7,36.0,16.0,2.5,13.31,2.104,0.172,1.932,0.0,0.0,72.23
896,4.0,0.37,38.0,39.0,16.0,2.62,13.82,1.925,0.142,1.7830000000000001,0.0,0.0,73.15
897,1.8,0.26,38.8,29.0,7.0,1.39,5.69,0.0,0.0,0.0,0.0,0.0,75.37
898,4.9,0.44,21.8,26.0,19.0,4.18,14.5,2.059,0.213,1.845,0.0,0.0,80.52
899,5.2,0.59,19.7,19.0,24.0,5.99,17.94,2.18,0.293,1.8869999999999998,0.0,0.0,80.86
900,9.1,0.38,20.7,30.0,22.0,5.68,16.78,1.9680000000000002,0.192,1.776,0.0,0.0,82.81
901,2.6,0.52,24.1,23.0,18.0,2.88,14.92,2.2159999999999997,0.27899999999999997,1.9369999999999998,0.0,0.0,82.3
902,5.0,0.34,20.9,26.0,20.0,5.04,14.62,1.952,0.21100000000000002,1.7409999999999999,0.0,0.0,82.45
903,4.0,0.35,21.4,22.0,19.0,3.71,14.89,2.005,0.175,1.829,0.0,0.0,83.15
904,3.5,0.29,22.4,27.0,13.0,2.49,10.57,2.07,0.145,1.9240000000000002,0.0,0.0,84.2
905,3.5,0.29,24.0,24.0,14.0,2.94,11.28,0.0,0.0,0.0,0.0,0.0,84.72
906,1.1,0.21,26.5,18.0,5.0,1.47,3.96,0.0,0.0,0.0,0.0,0.0,80.92
907,4.0,0.44,24.0,25.0,19.0,5.37,14.06,2.125,0.223,1.902,0.0,0.0,81.75
908,6.3,0.39,20.0,25.0,22.0,5.12,16.79,2.026,0.23600000000000002,1.79,0.0,0.0,80.18
909,5.5,0.49,16.3,14.0,21.0,6.69,14.63,2.066,0.254,1.8119999999999998,0.0,0.0,75.4
910,6.9,0.3,16.8,20.0,19.0,4.73,14.39,1.883,0.184,1.699,0.0,0.0,73.97
911,3.7,0.26,19.6,23.0,15.0,3.88,11.04,1.8259999999999998,0.141,1.685,0.0,0.0,76.86
912,2.9,0.26,19.2,22.0,13.0,2.82,9.92,2.04,0.142,1.8980000000000001,0.0,0.0,77.4
913,4.9,0.27,18.4,19.0,17.0,4.18,12.98,1.919,0.158,1.761,0.0,0.0,77.43
914,3.2,0.23,21.2,19.0,13.0,3.28,9.4,0.0,0.0,0.0,0.0,0.0,79.75
915,8.5,0.31,17.4,26.0,20.0,5.99,14.22,1.896,0.17600000000000002,1.72,0.0,0.0,78.9
916,1.5,0.18,23.3,16.0,7.0,2.0,4.52,0.0,0.0,0.0,0.0,0.0,76.38
917,3.8,0.41,20.9,0.0,16.0,3.11,13.27,2.0909999999999997,0.242,1.85,0.0,0.0,75.67
918,4.2,0.29,21.2,20.0,14.0,3.54,10.73,1.9509999999999998,0.152,1.7990000000000002,0.0,0.0,75.51
919,4.4,0.31,14.9,20.0,14.0,3.37,10.41,1.8730000000000002,0.142,1.7309999999999999,0.0,0.0,74.89
920,6.5,0.33,22.5,24.0,19.0,4.58,14.19,1.979,0.23600000000000002,1.743,0.0,0.0,80.86
921,4.0,0.27,25.8,19.0,14.0,2.48,11.13,0.0,0.0,0.0,0.0,0.0,82.7
922,8.0,0.32,18.6,22.0,23.0,5.22,17.4,1.9409999999999998,0.213,1.7280000000000002,0.0,0.0,78.89
923,5.2,0.32,21.9,20.0,18.0,3.57,14.43,1.9409999999999998,0.162,1.7790000000000001,0.0,0.0,80.9
924,5.0,0.48,23.9,21.0,18.0,3.25,14.83,2.004,0.253,1.751,0.0,0.0,82.11
925,3.5,0.16,33.7,21.0,6.0,1.25,5.19,1.886,0.039,1.847,0.0,0.0,82.58
926,6.1,0.47,21.9,14.0,22.0,5.48,16.03,2.08,0.248,1.8319999999999999,0.0,0.0,80.38
927,3.0,0.24,25.6,17.0,10.0,1.73,8.38,1.944,0.099,1.845,0.0,0.0,84.49
928,12.5,0.41,20.4,29.0,24.0,6.68,16.87,1.86,0.175,1.686,0.0,0.0,78.68
929,3.8,0.37,24.8,21.0,17.0,3.91,12.63,1.925,0.145,1.78,0.0,0.0,80.59
930,4.1,0.35,14.8,21.0,17.0,3.29,14.04,1.8969999999999998,0.13699999999999998,1.76,0.0,0.0,80.15
931,1.3,0.19,29.4,16.0,5.0,1.57,3.31,0.0,0.0,0.0,0.0,0.0,80.58
932,4.6,0.36,28.3,30.0,16.0,2.86,12.93,2.263,0.192,2.0709999999999997,0.0,0.0,81.1
933,4.9,0.53,31.0,29.0,20.0,2.85,17.44,2.074,0.266,1.808,0.0,0.0,76.42
934,8.9,0.38,28.9,33.0,24.0,5.36,18.89,1.993,0.192,1.8,0.0,0.0,74.35
935,6.0,0.63,28.8,20.0,25.0,4.88,20.36,2.238,0.316,1.923,0.0,0.0,76.31
936,4.6,0.44,26.0,29.0,18.0,3.7,14.79,2.013,0.17600000000000002,1.837,0.0,0.0,75.36
937,5.9,0.42,30.0,28.0,22.0,4.46,17.9,2.069,0.237,1.8319999999999999,0.0,0.0,74.26
938,4.8,0.37,30.3,33.0,19.0,4.68,13.89,2.008,0.19,1.818,0.0,0.0,77.04
939,4.3,0.42,34.0,27.0,18.0,4.26,14.01,2.011,0.17,1.841,0.0,0.0,76.25
940,1.7,0.24,33.1,20.0,7.0,2.04,5.1,0.0,0.0,0.0,0.0,0.0,77.06
941,3.6,0.34,31.0,28.0,15.0,2.74,12.57,0.0,0.0,0.0,0.0,0.0,79.75
942,5.1,0.38,28.4,30.0,21.0,3.92,16.73,2.006,0.183,1.824,0.0,0.0,77.69
943,3.4,0.25,39.6,26.0,10.0,1.5,8.41,2.004,0.05,1.955,0.0,0.0,79.37
944,3.8,0.4,23.2,0.0,18.0,3.28,14.83,2.309,0.20199999999999999,2.1069999999999998,0.0,0.0,78.2
945,5.9,0.44,23.7,30.0,24.0,4.29,19.48,2.08,0.215,1.864,0.0,0.0,75.41
946,4.5,0.41,28.6,33.0,18.0,3.26,15.18,0.0,0.0,0.0,0.0,0.0,77.73
947,1.8,0.32,27.5,26.0,10.0,1.58,8.66,0.0,0.0,0.0,0.0,0.0,75.01
948,4.9,0.47,29.5,28.0,20.0,3.82,16.54,2.063,0.18899999999999997,1.874,0.0,0.0,74.48
949,5.7,0.45,25.7,33.0,23.0,4.84,17.68,2.09,0.225,1.865,0.0,0.0,75.31
950,7.8,0.44,25.9,30.0,24.0,4.4,19.36,2.147,0.267,1.88,0.0,0.0,72.65
951,5.5,0.48,30.5,31.0,20.0,3.83,15.81,2.002,0.183,1.818,0.0,0.0,74.39
952,7.2,0.66,23.2,23.0,28.0,5.31,23.01,2.29,0.321,1.969,0.0,0.0,74.82
953,10.2,0.42,24.1,37.0,27.0,5.26,21.74,2.013,0.19699999999999998,1.8159999999999998,0.0,0.0,71.97
954,6.1,0.61,25.8,33.0,24.0,3.69,20.09,2.1719999999999997,0.29100000000000004,1.88,0.0,0.0,74.24
955,4.0,0.28,36.0,0.0,12.0,1.97,10.34,1.993,0.07400000000000001,1.919,0.0,0.0,76.34
956,7.1,0.56,28.6,49.0,32.0,6.96,25.3,2.22,0.27899999999999997,1.9409999999999998,0.0,0.0,73.12
957,7.7,0.66,30.2,53.0,33.0,6.62,25.9,2.274,0.32,1.954,0.0,0.0,67.84
958,1.9,0.43,34.7,45.0,13.0,2.16,10.95,0.0,0.0,0.0,0.0,0.0,76.2
959,5.2,0.63,32.1,53.0,28.0,6.34,22.04,2.148,0.239,1.909,0.0,0.0,70.72
960,7.4,0.49,37.5,0.0,26.0,4.85,21.48,2.2,0.179,2.021,0.0,0.0,72.91
961,6.4,0.55,32.0,0.0,28.0,5.12,22.48,2.376,0.292,2.084,0.0,0.0,73.22
962,5.1,0.6,33.3,48.0,28.0,4.86,23.32,2.202,0.23,1.9709999999999999,0.0,0.0,71.79
963,9.5,0.66,31.0,60.0,40.0,9.72,29.83,2.2640000000000002,0.317,1.9469999999999998,0.0,0.0,67.62
964,4.4,0.53,32.1,53.0,24.0,4.12,19.75,0.0,0.0,0.0,0.0,0.0,74.25
965,8.3,0.71,31.3,53.0,34.0,6.98,27.5,2.324,0.375,1.949,0.0,0.0,71.47
966,4.5,0.54,32.5,49.0,27.0,5.03,21.83,2.117,0.21100000000000002,1.906,0.0,0.0,72.61
967,6.9,0.9,28.7,43.0,40.0,8.6,31.2,2.503,0.434,2.069,0.0,0.0,70.44
968,1.5,0.43,23.0,41.0,14.0,2.72,10.94,0.0,0.0,0.0,0.0,0.0,82.73
969,3.6,0.56,22.2,50.0,27.0,6.24,21.15,0.0,0.0,0.0,0.0,0.0,79.38
970,6.7,0.59,18.9,47.0,36.0,9.76,26.15,2.2640000000000002,0.312,1.952,0.0,0.0,77.07
971,10.5,0.58,23.8,65.0,35.0,9.17,26.07,2.372,0.282,2.09,0.0,0.0,76.13
972,6.7,0.6,20.4,56.0,32.0,6.7,25.79,2.381,0.326,2.056,0.0,0.0,78.22
973,8.4,0.75,19.8,54.0,39.0,9.81,29.65,2.347,0.39399999999999996,1.952,0.0,0.0,78.93
974,7.7,0.74,17.5,64.0,47.0,14.37,32.32,2.267,0.365,1.902,0.0,0.0,72.5
975,5.5,1.03,18.3,46.0,47.0,14.1,32.7,2.6630000000000003,0.546,2.116,0.0,0.0,76.02
976,4.2,0.71,21.4,52.0,33.0,7.71,24.91,2.193,0.268,1.925,0.0,0.0,76.11
977,5.2,0.78,18.1,57.0,39.0,10.72,28.04,2.349,0.374,1.975,0.0,0.0,73.64
978,3.3,0.54,21.3,46.0,28.0,6.9,21.54,2.103,0.195,1.909,0.0,0.0,78.57
979,4.1,0.67,21.7,46.0,31.0,7.05,24.15,2.249,0.266,1.983,0.0,0.0,77.31
980,1.6,0.49,22.1,44.0,14.0,2.81,11.61,0.0,0.0,0.0,0.0,0.0,83.03
981,3.9,0.58,20.4,49.0,26.0,5.79,19.96,0.0,0.0,0.0,0.0,0.0,78.89
982,7.4,0.59,18.0,50.0,36.0,9.86,25.75,1.976,0.276,1.7009999999999998,0.0,0.0,77.74
983,10.5,0.63,24.2,65.0,36.0,8.87,27.35,2.3369999999999997,0.25,2.0869999999999997,0.0,0.0,75.02
984,6.4,0.62,22.4,57.0,33.0,7.02,25.49,2.342,0.297,2.044,0.0,0.0,76.55
985,4.2,0.6,21.1,48.0,28.0,5.32,22.44,2.171,0.21,1.9609999999999999,0.0,0.0,76.67
986,8.2,0.77,16.2,68.0,48.0,16.46,32.0,2.079,0.34600000000000003,1.733,0.0,0.0,71.85
987,6.3,1.05,17.7,49.0,48.0,15.29,32.43,2.633,0.516,2.117,0.0,0.0,75.4
988,4.5,0.69,20.3,54.0,30.0,6.43,23.98,2.201,0.24100000000000002,1.96,0.0,0.0,75.82
