SO2,CO,CO2,O3,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
1.5,0.49,0,37.4,0,15.83,2.17,13.67,0,0,0,0,0,0
2.5,0.66,0,27.6,0,26.09,5.45,20.64,0,0,0,0,0,0
2.5,0.52,0,26.5,0,25.35,6.93,18.42,0,0,0,0,0,0
0.8,0,0,35.9,0,6.57,1.19,5.38,2.011,0.03,1.99,0,0,0
4.5,0.66,0,28.3,0,25.97,6.07,19.9,2.261,0.41,1.86,0,0,0
0.9,0.5,0,26.3,0,15.85,2.08,13.77,0,0,0,0,0,0
3.3,1.35,0,19.4,0,45.89,20.57,25.31,2.59,0.57,2.02,0,0,0
3.3,0.77,0,24.3,0,28.18,6.45,21.73,2.315,0.36,1.95,0,0,0
3.1,0.53,0,31.8,0,20.84,3.34,17.5,0,0,0,0,0,0
3.1,0.87,0,25,0,36.68,9.85,26.83,0,0,0,0,0,0
2.7,0.69,0,24.8,0,28.3,8.47,19.86,0,0,0,0,0,0
5.6,2.42,0,0,22,120.03,78.24,41.79,2.855,0.66,2.2,0,0,0
1.5,0.47,0,33,0,17.24,3.04,14.2,0,0,0,0,0,0
1.5,0.31,0,22.5,0,0,0,0,0,0,0,0,0,0
3.2,0.45,0,21.6,0,22.34,5.04,17.3,0,0,0,0,0,0
2.4,0.71,0,16.4,0,30.61,9.82,20.79,0,0,0,0,0,0
3.3,0.66,0,19.8,0,29.12,9.24,19.88,0,0,0,0,0,0
2,0.54,0,20.1,0,18.75,5.08,13.67,0,0,0,0,0,0
3.1,0.5,0,19.5,0,22.16,7.12,15.04,0,0,0,0,0,0
5.8,0.52,0,20.8,0,25.81,6.57,19.24,2.168,0.37,1.8,0,0,0
1.4,0.41,0,21.6,0,16.91,3.42,13.49,0,0,0,0,0,0
3,1.26,0,12.3,0,42.14,20.39,21.75,2.498,0.56,1.94,0,0,0
4.5,2.24,0,0,0,113.12,79.04,34.08,2.76,0.65,2.11,0,0,0
3.8,0.7,0,19.2,0,27.55,7.87,19.68,2.249,0.31,1.93,0,0,0
3.7,0.69,0,22.6,0,31.57,11.52,20.05,0,0,0,0,0,0
7.5,0.55,0,21.3,0,29.31,9.24,20.07,2.298,0.46,1.83,0,0,0
3.9,0.6,0,22.1,0,26.98,9.03,17.95,0,0,0,0,0,0
1.5,0.4,0,25.5,0,9.72,1.92,7.8,0,0,0,0,0,0
5.2,2.47,0,0,0,128.58,93.85,34.73,2.708,0.69,2.02,0,0,0
5.4,0.73,0,21.5,0,29.58,8.81,20.77,2.344,0.36,1.98,0,0,0
1.4,0.45,0,24.4,0,19.08,4.55,14.53,0,0,0,0,0,0
2.8,1.6,0,12.9,0,52.6,29.61,22.99,2.743,0.78,1.96,0,0,0
2.1,0.8,0,16.3,0,34.83,12.44,22.39,0,0,0,0,0,0
3.9,0.39,0,22.9,0,20.69,5.01,15.66,0,0,0,0,0,0
2.2,0.56,0,22,0,21.17,5.15,16.02,0,0,0,0,0,0
8.9,0.62,0,18.5,0,34.21,12.3,21.91,2.407,0.52,1.88,0,0,0
4.2,0.73,0,20.4,0,35.22,13.66,21.6,0,0,0,0,0,0
5,0.42,0,18.1,0,26.48,8.2,18.21,0,0,0,0,0,0
1.7,0.47,0,20,0,24.44,7.56,16.8,0,0,0,0,0,0
3.1,0.65,0,17.5,0,28.36,9.92,18.47,0,0,0,0,0,0
4.1,0.91,0,14.7,0,40.92,16.53,24.39,0,0,0,0,0,0
0,2.58,0,0,0,131.36,0,0,2.823,0.78,2.05,0,0,0
4.6,1.51,0,12.6,0,53.04,28.33,24.51,2.678,0.69,1.99,0,0,0
1.4,0.42,0,29,0,11.65,2.63,9.26,2.179,0.1,2.08,0,0,0
5.2,0.71,0,22.6,0,33.39,11.13,22.26,0,0,0,0,0,0
6.2,0.79,0,19.4,0,35.4,0,0,2.286,0.28,2.01,0,0,0
6.7,0.81,0,27.8,0,36.66,8.71,27.95,2.274,0.23,2.04,0,0,0
7.8,2.37,0,0,40,136.25,88.89,47.36,2.887,0.7,2.19,0,0,0
4,0.67,0,30.5,0,31.21,7.19,24.02,0,0,0,0,0,0
4.6,0.39,0,35.4,0,24.7,4.56,20.3,0,0,0,0,0,0
7.3,0.59,0,29.7,0,33.34,7.98,25.61,2.514,0.53,1.98,0,0,0
1.8,0.51,0,27.9,0,24.01,5.21,18.8,0,0,0,0,0,0
5.4,1.47,0,18.6,0,57.1,26.41,30.69,2.703,0.68,2.02,0,0,0
4.8,0.78,0,28.3,0,36.51,10.72,25.86,0,0,0,0,0,0
5.1,0.87,0,25.4,0,37.08,9.99,27.09,0,0,0,0,0,0
3,0.68,0,32.6,0,23.39,4.61,18.78,0,0,0,0,0,0
1.4,0.45,0,40,0,9.22,1.35,7.87,2.005,0.04,1.96,0,0,0
6.5,0.97,0,26,0,42.24,11.79,30.45,2.443,0.34,2.11,0,0,0
6,2.27,0,0,0,129.94,82.2,47.74,0,0,0,0,0,0
4.5,0.94,0,23,0,41.83,12.16,29.67,0,0,0,0,0,0
5.6,1.6,0,19.9,0,58.68,25,33.68,2.803,0.69,2.11,0,0,0
2.5,0.6,0,30.9,0,23.3,4.17,19.21,0,0,0,0,0,0
5.7,0.81,0,26.5,0,36.99,9.83,27.3,2.541,0.5,2.04,0,0,0
2.1,0.75,0,30.2,0,25.2,5.55,19.65,0,0,0,0,0,0
3.5,0.7,0,30.7,0,34.83,9.6,25.23,0,0,0,0,0,0
4.7,0.38,0,31.4,0,25.07,4.64,20.5,0,0,0,0,0,0
4.8,0.9,0,28.5,0,42.05,14.9,27.62,0,0,0,0,0,0
1.2,0.43,0,43.9,0,9.13,1.09,8.04,1.959,0.05,1.91,0,0,0
1.8,0.64,0,30,0,23.4,4.77,18.63,0,0,0,0,0,0
3.6,0.34,0,34.7,0,21.6,3.08,18.61,0,0,0,0,0,0
6.1,0.81,0,27,0,36.99,9.46,27.81,2.478,0.5,1.98,0,0,0
5.9,1.64,0,22.1,0,63.8,29.26,34.54,2.762,0.67,2.09,0,0,0
4,0.79,0,29,0,38.49,12.07,26.3,0,0,0,0,0,0
5.8,1,0,26.2,0,39.89,10.47,29.42,2.481,0.36,2.12,0,0,0
2.9,0.72,0,29.5,0,36.04,10.8,25.24,0,0,0,0,0,0
1.4,0.39,0,41.5,0,9.84,1.49,8.39,2.017,0.06,1.96,0,0,0
4.1,0.98,0,24.2,0,44.63,13.56,31.06,0,0,0,0,0,0
2,0.67,0,33.3,0,25.63,6.99,18.64,0,0,0,0,0,0
5.8,2.44,0,0,0,153.77,102.05,51.72,2.805,0.55,2.26,0,0,0
1.8,0.63,0,31.5,0,21.08,3.28,17.82,0,0,0,0,0,0
4.1,1.44,0,23.9,0,60.75,27.85,32.9,2.813,0.63,2.18,0,0,0
3.5,0.97,0,27.1,0,42.81,13.95,28.86,0,0,0,0,0,0
4.9,2.35,0,0,40,147.75,98.15,49.59,2.624,0.47,2.16,0,0,0
4.5,0.87,0,29.8,0,37.41,8.83,27.44,2.503,0.37,2.14,0,0,0
1.1,0.33,0,47.1,0,6.42,0.82,5.63,2.048,0.05,2,0,0,0
3.4,0.78,0,32.8,0,35.89,11.52,24.49,0,0,0,0,0,0
2.7,0.49,0,36.7,0,21.01,4.05,17.31,0,0,0,0,0,0
3,0.66,0,29.6,0,33.61,10.75,22.89,0,0,0,0,0,0
1.5,0.67,0,32.5,0,22.93,5.68,17.25,0,0,0,0,0,0
3.7,0.77,0,29.7,0,34.17,9.51,24.84,2.356,0.39,1.96,0,0,0
2.1,0.33,0,45.5,0,7.08,0.92,6.16,1.949,0.03,1.92,0,0,0
4.8,1.16,0,20.9,0,55.36,21.46,33.9,0,0,0,0,0,0
4.8,0.58,0,31.7,0,24.93,5.39,19.54,0,0,0,0,0,0
7,1.08,0,21.4,0,50.36,15.46,34.89,2.805,0.54,2.27,0,0,0
4.4,0.8,0,25.5,0,43.22,17.27,25.96,0,0,0,0,0,0
6,0.98,0,22.5,0,47.6,16.5,31.1,2.626,0.6,2.02,0,0,0
5,0.91,0,25.8,0,49.67,19.87,29.8,0,0,0,0,0,0
2.7,0.77,0,28.8,0,28.82,8.32,20.5,0,0,0,0,0,0
2.8,0.71,0,26.1,0,27.17,5.8,21.37,0,0,0,0,0,0
6.3,2.71,0,0,0,168.92,117.81,51.11,2.996,0.78,2.21,0,0,0
5.8,1.54,0,18.8,0,68.28,33.01,35.27,2.843,0.74,2.1,0,0,0
1.6,0.32,0,38,0,6.09,0.81,5.26,1.916,0.03,1.88,0,0,0
3.6,0.97,0,19.3,0,41.71,14.49,27.08,0,0,0,0,0,0
3.3,0.63,0,23.5,0,31.46,11.89,19.57,0,0,0,0,0,0
5,2.31,0,0,0,149.16,107.87,41.3,3.073,0.74,2.33,0,0,0
1.7,0.63,0,22.8,0,23.73,5.59,18.14,0,0,0,0,0,0
2,0.47,0,30.6,0,16.78,2.48,14.46,0,0,0,0,0,0
1.4,0.59,0,29.4,0,16.57,3.24,13.33,0,0,0,0,0,0
4.2,1.26,0,16.8,0,54.67,25.92,28.75,2.546,0.54,2.01,0,0,0
2.8,0.76,0,23.2,0,33.55,11.05,22.67,0,0,0,0,0,0
3.4,0.79,0,20,0,34.93,8.65,26.4,2.373,0.39,1.98,0,0,0
3.7,0.89,0,19.3,0,37.08,9.97,27.11,2.441,0.35,2.09,0,0,0
4.2,1.23,0,23.1,0,50.43,20.67,29.74,2.525,0.52,2.07,0,0,0
3.7,0.88,0,27.7,0,38.43,10.96,27.47,0,0,0,0,0,0
5.8,2.39,0,0,0,142.54,92.55,50.16,2.867,0.76,2.11,0,0,0
4.8,0.86,0,26.3,0,38.19,7.44,30.74,2.423,0.38,2.07,0,0,0
1.3,0.26,0,51.2,0,4.5,0.53,3.98,1.96,0.04,1.92,0,0,0
3.3,0.67,0,32.7,0,29.62,7.09,22.76,0,0,0,0,0,0
2.6,0.49,0,38.2,0,21.54,3.23,18.5,0,0,0,0,0,0
3.6,0.6,0,31.4,0,30.51,9.85,20.65,0,0,0,0,0,0
1.9,0.49,0,39.7,0,15.98,3.95,12.04,0,0,0,0,0,0
4.1,0.79,0,27.9,0,36.14,8.41,28.06,2.457,0.47,1.99,0,0,0
2,0.58,0,30.6,0,21.24,2.83,18.41,0,0,0,0,0,0
1.7,0.51,0,30.8,0,17.62,2.16,15.46,0,0,0,0,0,0
3.7,0.68,0,31.8,0,26.96,3.23,23.75,2.26,0.33,1.93,0,0,0
1.3,0.53,0,35.6,0,12.57,2.71,10.26,0,0,0,0,0,0
3,0.53,0,29,0,22.14,4.05,18.09,0,0,0,0,0,0
2.7,0.45,0,37.8,0,18,1.74,16.26,0,0,0,0,0,0
2.4,0.65,0,31.9,0,24.01,4.06,19.96,0,0,0,0,0,0
0.8,0.28,0,48.5,0,5.47,0.68,4.79,2.125,0.08,2.05,0,0,0
5.5,2.19,0,0,0,116.9,73.21,39.4,3.37,0.64,2.06,0,0,0
3.8,0.72,0,28.8,0,0,0,0,0,0,0,0,0,0
3.4,0.7,0,27.9,0,27.78,4.94,22.86,0,0,0,0,0,0
3.9,1.23,0,23.8,0,46.08,19.54,26.44,2.669,0.54,2.27,0,0,0
4,0.86,0,19.7,0,35.15,11.64,23.51,2.323,0.27,2.05,0,0,0
3.5,1.02,0,17.4,0,43.37,17.8,25.58,0,0,0,0,0,0
10.5,1.89,0,10.9,0,63.99,35.85,28.15,2.93,0.88,2.07,0,0,0
1.3,0.57,0,21.2,0,20.29,4.45,15.83,0,0,0,0,0,0
4.7,0.76,0,24.1,0,32.71,11.22,21.5,2.565,0.59,1.98,0,0,0
5,2.84,0,0,0,0,0,0,3.083,0.91,2.18,0,0,0
2.7,0.71,0,17.8,0,0,0,0,0,0,0,0,0,0
2.4,0.41,0,31.5,0,16.25,3.54,12.86,0,0,0,0,0,0
3.3,0.75,0,17.8,0,33.54,11.92,21.62,0,0,0,0,0,0
0.7,0.29,0,36.2,0,5.52,0.92,4.64,2.194,0.08,2.12,0,0,0
1.2,0.6,-48.82,27,0,21.67,4.87,16.8,0,0,0,0,0,0
4.3,0.79,0,19.4,0,35.67,11.6,24.07,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1,0.47,0,25.1,0,13.76,2.22,11.59,0,0,0,0,0,0
7,0.72,0,25.8,0,30.29,9.09,21.2,2.427,0.44,1.98,0,0,0
3.2,0.61,6.82,21.2,0,21.37,4.75,16.62,0,0,0,0,0,0
4.4,0.62,0,16.4,0,33.74,12.96,20.77,0,0,0,0,0,0
5.5,0.48,0,25.2,0,24.61,6.64,17.97,0,0,0,0,0,0
4.4,0.67,0,22.8,0,32.87,11.96,21,0,0,0,0,0,0
1.6,0.37,0,23.9,0,10.13,2.12,8.01,2.207,0.06,2.15,0,0,0
7,0,0,0,32,0,0,0,3.02,0.75,2.27,0,0,0
5.7,0.72,0,23.6,0,33.58,10.18,23.4,0,0,0,0,0,0
2.7,0.92,0,16.1,0,41.27,16.16,25.11,0,0,0,0,0,0
6.6,0.8,0,23,0,35.48,12.26,23.22,2.58,0.54,2.04,0,0,0
0,1.37,0,13.5,0,53.41,27.33,26.08,2.56,0.48,2.08,0,0,0
1.6,0.5,0,21.5,0,15.96,3.37,12.59,0,0,0,0,0,0
2.6,0.7,0,18.8,0,24.08,7.2,16.88,0,0,0,0,0,0
4.9,0.67,0,19.9,0,36.34,12.79,23.76,2.486,0.25,2.24,0,0,0
4,0.47,0,22.8,0,24.44,6.86,17.34,0,0,0,0,0,0
4,0.71,0,19.2,0,37.49,15.23,22.26,0,0,0,0,0,0
1.5,0.32,0,21.8,0,8.91,2.02,6.89,2.19,0.06,2.13,0,0,0
6.5,2.42,0,0,31,131.5,93.03,38.47,3.028,0.8,2.22,0,0,0
2.6,0.61,0,0,0,36.69,17.12,19.57,0,0,0,0,0,0
4.3,1,0,18.6,0,43.25,16.56,26.68,0,0,0,0,0,0
7,0.73,0,27.4,0,36.56,13.01,23.56,2.492,0.53,1.97,0,0,0
4.5,1.58,0,15.7,0,57.78,29.47,29.14,2.713,0.69,2.02,0,0,0
1.7,0.55,0,23.9,0,19.01,3.78,15.23,0,0,0,0,0,0
3,0.77,0,18.7,0,25.49,6.77,18.72,0,0,0,0,0,0
6.5,0.76,0,22.9,0,38.99,13.86,25.16,2.494,0.37,2.13,0,0,0
5.3,0.46,0,23.8,0,27.16,8.23,18.94,0,0,0,0,0,0
4.5,0.76,0,20.5,0,41.02,16.07,24.96,0,0,0,0,0,0
2.1,0.38,0,27.8,0,12.18,2.55,9.63,2.392,0.09,2.31,0,0,0
6.3,2.49,0,0,38,133.57,92.52,41.05,2.794,0.75,2.05,0,0,0
3.5,0.8,0,14.4,0,47.54,21.19,26.36,0,0,0,0,0,0
4.4,0.97,0,23.6,0,40.4,11.42,29.01,0,0,0,0,0,0
5.4,0.81,0,31.7,0,36.81,10.63,26.19,2.397,0.49,1.91,0,0,0
6.1,1.64,0,21.1,0,53.28,25.18,28.11,2.829,0.61,2.22,0,0,0
1.8,0.66,0,28.6,0,20.93,3.13,17.81,0,0,0,0,0,0
2.5,0.77,0,25.7,0,23.18,4.6,18.58,0,0,0,0,0,0
5.5,0.8,0,24.1,0,38.97,10.12,28.72,2.582,0.44,2.15,0,0,0
3.6,0.5,0,32.3,0,23.88,3.76,20.12,0,0,0,0,0,0
3.9,0.84,0,25.2,0,35.62,9.86,25.8,0,0,0,0,0,0
1.2,0.41,0,40.3,0,9.12,1.41,7.7,2.366,0.07,2.3,0,0,0
5.2,2.58,0,0,40,131.21,86.54,44.69,3.014,0.86,2.15,0,0,0
4.2,0.85,0,18.1,0,47.28,16.82,30.47,0,0,0,0,0,0
4.5,1.14,0,23.3,0,50.6,18,32.6,0,0,0,0,0,0
4.8,0.87,0,29.1,0,41.02,11.82,29.28,2.555,0.58,1.98,0,0,0
4.2,1.67,0,17.2,0,71.89,36.17,35.71,2.934,0.7,2.24,0,0,0
2.3,0.75,0,28.4,0,29.29,5.38,23.92,0,0,0,0,0,0
2.1,0.79,0,28.3,0,26.22,5.29,20.98,0,0,0,0,0,0
5.7,0.97,0,24,0,45.03,12.21,32.82,2.753,0.55,2.21,0,0,0
3.6,0.58,0,36.5,0,25.73,5.29,20.55,0,0,0,0,0,0
4.1,0.88,0,25.3,0,43.27,14.25,29.72,0,0,0,0,0,0
1,0.31,0,44.7,0,9,1.31,7.77,2.386,0.08,2.31,0,0,0
4.8,2.75,0,0,40,153.88,103.61,50.54,3.249,1.12,2.13,0,0,0
4.8,0.88,0,17.1,0,58.45,23.02,35.42,0,0,0,0,0,0
4.6,1.18,0,22.7,0,58.33,21.01,37.32,0,0,0,0,0,0
5.6,1,0,26.5,0,49.91,16.57,33.64,2.717,0.67,2.05,0,0,0
4.9,1.8,0,18,0,77.66,38.5,39.16,0,0,0,0,0,0
2.6,0.85,0,29,0,31.24,6.67,24.58,0,0,0,0,0,0
4.4,0.57,0,36.2,0,29.97,6.5,23.47,0,0,0,0,0,0
7,1.12,0,22.5,0,57.33,18.82,38.51,3.016,0.71,2.3,0,0,0
4.8,0.93,0,17.9,0,61.79,24.42,37.37,0,0,0,0,0,0
5.2,1.01,0,21.4,0,53.84,19.86,33.97,0,0,0,0,0,0
1.8,0.36,0,43.8,0,10,1.36,8.64,2.557,0.08,2.48,0,0,0
5.3,2.69,0,0,40,185.26,124.66,60.6,3.308,1.08,2.22,0,0,0
2.7,0.81,0,29.8,0,31.1,7.01,24.12,0,0,0,0,0,0
3.9,0.95,0,18.5,0,48.49,18.18,30.31,0,0,0,0,0,0
4.7,0.85,0,25.1,0,44.25,19.21,27.96,2.584,0.55,2.03,0,0,0
4.1,1.51,0,16.7,0,74.12,40.58,33.54,2.785,0.57,2.21,0,0,0
1.8,0.63,0,25.8,0,25.98,6.66,19.33,0,0,0,0,0,0
2.6,0.4,0,30.1,0,24.19,6.34,18.37,0,0,0,0,0,0
5.1,0.93,0,20.1,0,47.12,15.67,31.41,2.939,0.59,2.35,0,0,0
3.5,0.67,0,18,0,50.24,20.16,30.09,0,0,0,0,0,0
4,0.88,0,19.5,0,46.71,17.81,28.9,0,0,0,0,0,0
1.2,0.3,0,37.7,0,8.75,1.87,6.89,2.37,0.07,2.3,0,0,0
6,2.55,0,0,25,166.99,117.59,49.4,2.97,0.83,2.14,0,0,0
1.9,0.65,0,28,0,24.83,6.67,18.16,0,0,0,0,0,0
4.5,0.97,0,18.3,0,49.96,20.08,29.88,0,0,0,0,0,0
4.7,0.85,0,22.8,0,35.1,10.19,24.91,2.494,0.48,2.02,0,0,0
4.4,1.39,0,14.7,0,70.15,37.26,32.89,2.861,0.6,2.26,0,0,0
2,0.46,0,22.5,0,25.92,6.06,19.86,0,0,0,0,0,0
2.9,0.4,0,28.6,0,22.03,4.78,17.25,0,0,0,0,0,0
5,1.01,0,19.1,0,44.05,13.71,30.34,0,0,0,0,0,0
3.3,0.87,0,16.5,0,51.08,20.5,30.58,0,0,0,0,0,0
3.5,0.86,0,18,0,44.77,18.07,26.7,0,0,0,0,0,0
1.2,0.29,0,35.4,0,9.66,1.34,8.32,2.456,0.06,2.39,0,0,0
5,2.69,0,0,24,168.96,120.11,48.32,3.189,0.9,2.29,0,0,0
1.9,0.68,0,25.8,0,24,6.11,17.89,0,0,0,0,0,0
1,0.5,0,30.2,0,13.16,2.67,10.49,0,0,0,0,0,0
3,0.67,0,23.3,0,30.58,6.07,24.64,2.237,0.34,1.9,0,0,0
2.5,0.76,0,16.3,0,44.38,16.32,28.06,0,0,0,0,0,0
1.6,0.3,0,27.9,0,17.38,2.28,15.12,0,0,0,0,0,0
3.1,0.76,0,16.2,0,38.47,10.58,27.89,2.541,0.4,2.14,0,0,0
2.1,0.69,0,19.6,0,29.03,6.65,22.38,0,0,0,0,0,0
1.1,0.22,0,38.3,0,5.8,0.79,5.03,2.394,0.05,2.34,0,0,0
2.9,0.75,0,17.5,0,37.43,10.97,26.47,0,0,0,0,0,0
1.5,0.54,0,22.7,0,20.29,3.52,16.78,0,0,0,0,0,0
2.5,1.1,0,16.4,0,50.83,24.82,26,2.67,0.5,2.17,0,0,0
3.9,2.31,0,0,21,141.16,98.1,43.06,3.071,0.82,2.25,0,0,0
1.1,0.48,0,30.3,0,13.48,3.09,10.41,0,0,0,0,0,0
1.4,0.5,0,22.3,0,18.58,3.47,15.12,0,0,0,0,0,0
1.8,0.32,0,27,0,17.58,2.92,14.66,0,0,0,0,0,0
0.9,0.23,0,37,0,5.95,1.24,4.71,2.28,0.05,2.23,0,0,0
2.5,1.07,0,15.4,0,48.38,22.4,25.98,0,0,0,0,0,0
3.1,0.67,0,23.3,0,30.64,5.45,25.21,2.156,0.34,1.81,0,0,0
2.9,0.77,0,17.8,0,31.5,7.91,23.59,0,0,0,0,0,0
3.3,0.76,0,16.4,0,35.69,9.01,26.67,2.532,0.35,2.18,0,0,0
3.4,2.09,0,0,0,111.86,74.65,37.21,2.98,0.76,2.22,0,0,0
2.1,0.69,0,19.4,0,27.37,5.82,21.55,0,0,0,0,0,0
3.9,0.7,0,15.8,0,44.62,16.43,28.19,0,0,0,0,0,0
4.6,0.77,0,18.6,0,36.54,10.54,26,2.53,0.38,2.15,0,0,0
1.1,0.26,0,38.1,0,5.93,1.18,4.76,1.879,0.02,1.85,0,0,0
3.4,0.93,0,18.2,0,35.65,10.75,24.9,0,0,0,0,0,0
4.1,1.41,0,16,0,55.52,27.06,28.45,2.735,0.57,2.17,0,0,0
4.5,0.7,0,27.9,0,29.57,6.47,23.35,2.194,0.38,1.82,0,0,0
5,2.34,0,0,27,122.94,86.48,36.45,3.057,0.9,2.15,0,0,0
1.7,0.5,0,23.1,0,18.56,3.13,15.42,0,0,0,0,0,0
3.3,0.75,0,20.2,0,30.45,8,22.53,0,0,0,0,0,0
2.5,0.4,0,29.3,0,18.44,4.15,14.36,0,0,0,0,0,0
2.7,0.66,0,20.6,0,34.06,10.2,23.86,0,0,0,0,0,0
1.4,0.58,0,28.1,0,15.3,3.27,12.03,0,0,0,0,0,0
5.5,0.82,0,26.1,0,35.17,8.78,26.39,2.623,0.41,2.21,0,0,0
2.2,0.49,0,30.8,0,17.02,2.56,14.46,0,0,0,0,0,0
4.4,0.43,0,34.4,0,21.21,3.57,17.66,0,0,0,0,0,0
6,2.59,0,0,26,137.44,94.71,42.73,3.265,1.01,2.25,0,0,0
1.7,0.28,0,39.2,0,8.03,1.22,6.8,1.942,0,1.91,0,0,0
2.5,0.64,0,33.1,0,19.87,3.78,16.09,0,0,0,0,0,0
3.3,0.69,0,21.6,0,38.01,12.15,25.86,0,0,0,0,0,0
3.9,0.75,0,27.6,0,32.42,9.23,23.2,0,0,0,0,0,0
7,0.68,0,35.2,0,30.3,7.13,23.43,2.251,0.38,1.87,0,0,0
4.5,1.47,0,20.7,0,61.49,30.09,31.4,2.856,0.6,2.26,0,0,0
4.9,0.81,0,25.3,0,35.85,9.69,26.11,0,0,0,0,0,0
6.6,3.03,0,0,21,153.77,113.92,39.85,3.528,1.18,2.35,0,0,0
8.7,0.9,0,24.4,0,42,15.72,26.28,2.719,0.7,2.02,0,0,0
1.8,0.37,0,27.4,0,12.58,2.6,9.98,2.181,0.06,2.12,0,0,0
6.3,0.5,0,19,0,34.9,13.53,21.37,0,0,0,0,0,0
4.6,0.78,0,17.1,0,42.58,17.34,25.24,0,0,0,0,0,0
5.3,1.95,0,0,0,71.58,40.07,31.52,2.939,0.8,2.16,0,0,0
8,0.96,0,16.7,0,44.3,16.62,27.68,2.885,0.59,2.29,0,0,0
4.9,0.86,0,16.6,0,44.73,19.29,25.45,0,0,0,0,0,0
3.6,1.2,0,13.4,0,52.35,21.84,30.51,0,0,0,0,0,0
2.2,0.59,0,20.4,0,20.69,5.23,15.48,0,0,0,0,0,0
3.3,0.76,0,16.4,0,29.59,9.56,20.03,0,0,0,0,0,0
1.7,0.44,0,20.5,0,16.18,3.42,12.76,0,0,0,0,0,0
1.8,0.57,0,20.7,0,21.14,5.93,15.21,0,0,0,0,0,0
4,0.63,0,17.2,0,33.04,13.78,19.26,0,0,0,0,0,0
4,0.61,0,18.8,0,26.99,9.53,17.46,0,0,0,0,0,0
2,0.3,0,25.6,0,9.33,1.84,7.49,2.033,0.04,1.99,0,0,0
4.4,0.39,0,20.4,0,22.27,6.45,15.81,0,0,0,0,0,0
5.3,2.3,0,0,18,103.82,76.71,27.11,0,0,0,0,0,0
5.8,0.71,0,18.6,0,33.56,12.15,21.41,2.443,0.36,2.08,0,0,0
3.8,0.9,0,16.1,0,41.47,16.69,24.78,0,0,0,0,0,0
7.9,0.63,0,26,0,28.7,9.41,19.3,2.313,0.42,1.89,0,0,0
4,1.43,0,0,0,52.3,27.03,25.26,2.587,0.6,1.99,0,0,0
2.3,0.63,0,26.2,0,22.48,4.22,18.27,0,0,0,0,0,0
2.9,0.82,0,19.4,0,34.35,12.38,21.97,0,0,0,0,0,0
5.9,0.84,0,23.5,0,47.39,17.9,29.49,0,0,0,0,0,0
5.6,0.84,0,22.1,0,43.41,18.19,25.3,0,0,0,0,0,0
2.5,0.39,0,33.6,0,12.37,2.38,9.99,2.07,0.05,2.02,0,0,0
5.9,1.87,0,0,0,70.28,36.05,34.23,2.897,0.76,2.14,0,0,0
7.8,2.88,0,0,29,140.23,100.67,39.57,3.059,0.92,2.14,0,0,0
8.9,0.89,0,19.1,0,41.82,14.29,27.53,2.682,0.53,2.15,0,0,0
7.1,1.18,0,16.4,0,57.66,24,33.66,0,0,0,0,0,0
11.2,0.86,0,27,0,40.99,14.46,26.53,2.723,0.66,2.06,0,0,0
8.2,0.53,0,19.5,0,33.27,12.13,21.14,0,0,0,0,0,0
1.8,0.55,0,37.4,0,18.83,1.85,16.99,0,0,0,0,0,0
2.2,0.73,0,35.1,0,26.6,5.58,21.02,0,0,0,0,0,0
4.2,0.76,0,26.2,0,42.76,11.9,30.86,0,0,0,0,0,0
4.6,0.78,0,31.9,0,35.15,9.46,25.69,0,0,0,0,0,0
1.9,0.37,0,42.1,0,9.74,1.1,8.64,2.102,0.03,2.07,0,0,0
4.5,1.4,0,0,0,53.73,20.78,32.95,2.639,0.57,2.07,0,0,0
6.4,2.44,0,0,30,129.27,80.67,48.59,3.045,0.83,2.22,0,0,0
7.4,0.91,0,28.6,0,38.42,8.37,30.04,2.66,0.49,2.17,0,0,0
5.1,1,0,28,0,43.6,10.78,32.81,0,0,0,0,0,0
7.3,0.81,0,38.7,0,34.49,6.98,27.52,2.593,0.5,2.09,0,0,0
5.8,0.57,0,36.8,0,25.1,3.55,21.56,0,0,0,0,0,0
2.1,0.81,0,30.8,0,27.06,6.66,20.41,0,0,0,0,0,0
3.4,0.96,0,22.2,0,52.83,18.53,34.3,0,0,0,0,0,0
4.3,1.08,0,22.5,0,47.34,17.24,30.23,0,0,0,0,0,0
1.3,0.38,0,43.4,0,10.4,1.44,8.96,2.094,0.04,2.05,0,0,0
3.4,0.62,0,29.8,0,27.06,5.29,21.77,0,0,0,0,0,0
2.1,0.8,0,28,0,29.74,6.51,23.08,0,0,0,0,0,0
6.3,1.28,0,20.7,0,55.04,19.97,35.07,2.864,0.69,2.17,0,0,0
5.4,1.84,0,0,0,81.02,42.66,38.36,2.974,0.76,2.21,0,0,0
4.9,1.27,0,20.8,0,60.22,22.72,37.5,0,0,0,0,0,0
6.1,1.04,0,27.6,0,48.21,15.24,33.31,2.674,0.6,2.07,0,0,0
5,2.82,0,0,29,164.88,110.05,53.57,2.974,0.93,2.04,0,0,0
2.2,0.68,0,32.3,0,29.12,7.73,21.39,0,0,0,0,0,0
4.7,0.99,0,20.5,0,61.19,23.01,38.17,0,0,0,0,0,0
6.9,1.05,0,23.5,0,57.66,22.46,35.41,0,0,0,0,0,0
