序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
1555,新北市,1984/04,三重,66.5,4.77,2.7,61.0,-,85,69.34,20.9,-,-,-,23.43,-,-,51.59,-
1556,新北市,1984/03,三重,64.6,4.72,2.3,-,-,119,93.66,30.03,-,-,-,17.62,-,-,60.9,-
1557,新北市,1984/02,板橋,40.1,1.96,4.3,-,-,55,44.95,13.49,-,-,-,14.45,-,-,72.43,-
1558,新北市,1984/02,三重,59.7,3.05,1.5,-,-,117,100.42,19.25,-,-,-,15.37,-,-,61.82,-
1559,新北市,1984/01,板橋,56.2,2.22,2.9,-,-,70,58.58,13.61,-,-,-,13.72,-,-,82.37,-
1560,新北市,1984/01,三重,62.5,5.22,1.0,-,-,161,135.6,25.84,-,-,-,15.15,-,-,62.6,-
1561,新北市,1983/12,板橋,34.4,2.45,28.4,-,-,65,56.17,-,-,-,-,17.63,-,-,-,-
1562,新北市,1983/12,三重,90.0,4.77,1.0,-,-,112,94.03,26.36,3.28,0.806,2.463,19.05,-,-,51.02,-
1563,新北市,1983/11,板橋,40.4,-,-,-,-,55,42.65,-,-,-,-,19.74,-,-,28.82,-
1564,新北市,1983/11,三重,-,2.06,-,-,-,91,57.64,32.63,2.93,0.893,1.995,20.81,-,-,55.15,-
1565,新北市,1983/10,板橋,57.3,-,-,-,-,57,41.32,27.34,-,-,-,25.55,-,-,66.8,-
1566,新北市,1983/10,三重,-,4.58,-,-,-,62,41.02,-,-,-,-,26.29,-,-,38.93,-
1567,新北市,1983/09,板橋,64.6,1.59,-,-,-,52,37.37,16.76,-,-,-,28.34,-,-,73.23,-
1568,新北市,1983/08,三重,-,-,-,-,-,88,-,-,-,-,-,-,-,-,-,-
1569,新北市,1983/07,三重,-,-,-,-,-,127,97.88,-,-,-,-,-,-,-,-,-
1570,新北市,1983/06,板橋,-,1.82,-,-,-,33,17.24,15.37,-,-,-,28.08,-,-,15.77,-
1571,新北市,1983/06,三重,-,5.06,-,-,-,133,106.96,27.93,2.87,-,2.367,29.64,-,-,15.58,-
1572,新北市,1983/05,板橋,-,2.32,-,-,-,62,37.41,24.43,-,-,-,24.1,-,-,-,-
1573,新北市,1983/05,三重,25.5,4.37,-,-,-,112,80.7,43.12,2.79,-,2.402,25.6,-,-,-,-
1574,新北市,1983/04,板橋,51.3,1.84,-,-,-,64,48.39,24.52,-,-,-,16.12,-,-,16.81,-
1575,新北市,1983/03,板橋,46.5,2.0,-,-,-,71,46.61,38.95,-,-,-,16.17,-,-,16.89,-
1576,新北市,1983/03,三重,61.3,5.31,-,-,-,195,171.22,23.96,3.24,1.012,2.32,14.35,-,-,19.07,-
1577,新北市,1983/02,板橋,56.1,1.76,-,-,-,61,50.85,13.32,-,-,-,14.15,-,-,16.83,-
1578,新北市,1983/02,三重,56.2,3.52,-,-,-,156,141.2,14.43,2.79,0.637,2.155,12.51,-,-,18.96,-
1579,新北市,1983/01,板橋,51.6,1.67,-,-,-,64,49.29,14.49,-,-,-,15.02,-,-,16.72,-
1580,新北市,1982/12,三重,67.4,2.38,-,-,-,172,144.35,31.68,2.65,-,2.167,19.17,-,-,15.97,-
1581,新北市,1982/11,板橋,63.1,2.89,-,-,-,50,36.1,12.81,-,-,-,21.83,-,-,16.32,-
1582,新北市,1982/11,三重,64.6,3.18,1.0,-,-,118,110.24,16.84,3.65,1.416,2.267,22.49,-,-,15.6,-
1583,臺中市,1998/11,西屯,3.6,0.65,23.6,67.0,-,35,9.75,24.75,2.61,0.37,2.25,23.36,-,-,-,-
1584,臺中市,1998/11,忠明,4.2,1.05,27.2,59.0,-,53,15.73,37.57,-,-,-,23.67,-,-,-,-
1585,臺中市,1998/11,豐原,3.3,0.94,22.8,73.0,-,41,8.74,32.06,-,-,-,22.53,-,-,-,-
1586,臺中市,1998/11,沙鹿,-,0.96,19.1,66.0,-,-,-,-,-,-,-,23.25,-,-,-,-
1587,臺中市,1998/11,大里,3.5,1.03,21.5,93.0,-,46,11.71,34.58,-,-,-,23.66,-,-,-,-
1588,臺中市,1998/10,西屯,3.4,0.63,24.3,68.0,-,31,9.26,21.69,2.58,0.32,2.25,25.4,-,-,-,-
1589,臺中市,1998/10,忠明,3.5,0.99,20.4,60.0,53,46,14.4,31.63,-,-,-,26.0,-,-,-,-
1590,臺中市,1998/10,豐原,3.5,0.93,22.4,54.0,-,35,9.31,25.81,-,-,-,24.88,-,-,-,-
1591,臺中市,1998/10,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1592,臺中市,1998/10,大里,3.0,0.96,21.9,74.0,-,42,11.68,30.43,-,-,-,25.98,-,-,-,-
1593,臺中市,1998/09,西屯,3.7,0.6,26.4,60.0,-,31,11.86,19.42,2.41,0.26,2.15,27.7,-,-,-,-
1594,臺中市,1998/09,忠明,4.3,1.0,27.1,61.0,46,39,8.4,30.08,-,-,-,28.03,-,-,-,-
1595,臺中市,1998/09,豐原,4.0,0.84,28.9,54.0,-,28,4.17,24.01,-,-,-,26.79,-,-,-,-
1596,臺中市,1998/09,沙鹿,5.8,0.6,25.7,54.0,-,23,3.62,19.71,-,-,-,27.49,-,-,-,-
1597,臺中市,1998/09,大里,2.8,0.82,28.6,65.0,-,33,6.19,26.38,-,-,-,27.87,-,-,-,-
1598,臺中市,1998/08,西屯,2.3,0.44,11.7,38.0,-,35,17.58,18.02,2.28,0.17,2.12,29.77,-,-,-,-
1599,臺中市,1998/08,忠明,1.8,0.85,16.7,40.0,34,26,8.9,17.23,-,-,-,29.97,-,-,-,-
1600,臺中市,1998/08,豐原,4.3,0.64,21.9,39.0,-,22,3.48,18.25,-,-,-,28.94,-,-,-,-
1601,臺中市,1998/08,沙鹿,5.4,0.42,15.9,29.0,-,20,5.75,14.09,-,-,-,29.77,-,-,-,-
1602,臺中市,1998/08,大里,2.6,0.55,20.2,45.0,-,21,4.28,17.04,-,-,-,29.61,-,-,-,-
1603,臺中市,1998/07,西屯,2.7,0.35,8.2,29.0,-,28,12.12,15.4,-,-,-,29.78,-,-,-,-
1604,臺中市,1998/07,忠明,1.4,0.75,14.3,38.0,38,25,8.15,16.89,-,-,-,31.62,-,-,-,-
1605,臺中市,1998/07,豐原,2.9,0.6,18.6,34.0,-,21,3.81,16.74,-,-,-,28.77,-,-,-,-
1606,臺中市,1998/07,沙鹿,2.7,0.38,13.7,26.0,-,16,3.82,12.09,-,-,-,29.73,-,-,-,-
1607,臺中市,1998/07,大里,2.0,0.51,16.1,37.0,-,19,4.35,14.74,-,-,-,29.89,-,-,-,-
1608,臺中市,1998/06,西屯,4.2,0.65,6.6,31.0,-,33,14.4,18.82,2.05,0.19,1.87,27.73,-,-,-,-
1609,臺中市,1998/06,忠明,2.8,1.07,12.5,33.0,35,39,16.51,22.74,-,-,-,27.54,-,-,-,-
1610,臺中市,1998/06,豐原,3.1,0.75,18.6,31.0,-,23,4.58,18.87,-,-,-,27.14,-,-,-,-
1611,臺中市,1998/06,沙鹿,2.5,0.5,15.0,27.0,-,19,3.76,15.21,-,-,-,27.98,-,-,-,-
1612,臺中市,1998/06,大里,2.6,0.7,13.6,39.0,-,26,7.35,18.23,-,-,-,28.18,-,-,-,-
1613,臺中市,1998/05,西屯,5.4,0.69,12.0,43.0,-,33,10.99,21.75,2.19,0.25,1.94,27.23,-,-,-,-
1614,臺中市,1998/05,忠明,3.0,1.05,22.5,54.0,-,35,13.71,20.98,-,-,-,27.92,-,-,-,-
1615,臺中市,1998/05,豐原,5.0,0.71,25.1,46.0,-,28,6.13,21.49,-,-,-,26.27,-,-,-,-
1616,臺中市,1998/05,沙鹿,4.2,0.65,22.7,44.0,-,26,5.25,20.68,-,-,-,26.87,-,-,-,-
1617,臺中市,1998/05,大里,3.7,0.81,24.0,53.0,-,30,6.11,23.58,-,-,-,27.57,-,-,-,-
1618,臺中市,1998/04,西屯,4.7,0.76,13.1,65.0,-,37,12.04,24.56,2.37,0.34,2.03,25.24,-,-,-,-
1619,臺中市,1998/04,忠明,3.1,1.09,18.5,77.0,40,47,13.56,33.27,-,-,-,25.94,-,-,-,-
1620,臺中市,1998/04,豐原,4.6,0.82,22.5,67.0,-,33,6.47,26.66,-,-,-,24.37,-,-,-,-
1621,臺中市,1998/04,沙鹿,3.3,0.68,23.8,69.0,-,27,5.37,21.78,-,-,-,24.9,-,-,-,-
1622,臺中市,1998/04,大里,3.4,0.83,22.6,76.0,-,35,8.33,26.54,-,-,-,25.54,-,-,-,-
1623,臺中市,1998/03,西屯,4.3,0.8,14.9,70.0,-,42,13.04,28.92,2.5,0.4,2.1,20.73,-,-,-,-
1624,臺中市,1998/03,忠明,4.2,1.12,15.8,95.0,45,59,21.81,37.18,-,-,-,20.61,-,-,-,-
1625,臺中市,1998/03,豐原,4.6,0.96,18.0,76.0,-,45,13.94,31.18,-,-,-,19.45,-,-,-,-
1626,臺中市,1998/03,沙鹿,5.7,0.72,22.3,76.0,-,35,8.59,26.54,-,-,-,19.62,-,-,-,-
1627,臺中市,1998/03,大里,4.6,1.14,19.1,95.0,-,55,21.26,34.15,-,-,-,21.64,-,-,-,-
1628,臺中市,1998/02,西屯,3.7,0.78,11.4,56.0,-,40,13.57,26.29,2.45,0.37,2.09,17.38,-,-,-,-
1629,臺中市,1998/02,忠明,3.9,1.36,10.5,66.0,37,62,25.4,35.99,-,-,-,17.56,-,-,-,-
1630,臺中市,1998/02,豐原,3.5,0.95,13.4,51.0,-,41,12.19,28.9,-,-,-,16.54,-,-,-,-
1631,臺中市,1998/02,沙鹿,5.7,0.66,19.5,57.0,-,33,8.9,23.68,-,-,-,16.73,-,-,-,-
1632,臺中市,1998/02,大里,4.4,1.09,12.0,65.0,-,53,19.84,32.66,-,-,-,19.65,-,-,-,-
1633,臺中市,1998/01,西屯,4.2,0.79,13.3,69.0,-,40,15.36,25.26,2.37,0.34,2.03,17.3,-,-,-,-
1634,臺中市,1998/01,忠明,4.6,1.19,13.3,75.0,40,59,24.81,33.73,-,-,-,16.61,-,-,-,-
1635,臺中市,1998/01,豐原,3.9,0.98,14.1,64.0,-,42,14.11,27.92,-,-,-,16.3,-,-,-,-
1636,臺中市,1998/01,沙鹿,6.2,0.7,18.4,57.0,-,32,8.85,23.5,-,-,-,16.76,-,-,-,-
1637,臺中市,1998/01,大里,4.7,1.13,-,80.0,-,54,23.13,31.2,-,-,-,18.35,-,-,-,-
1638,臺中市,1997/12,西屯,4.9,0.8,17.2,75.0,-,41,14.55,26.41,2.41,0.36,2.05,19.12,-,-,-,-
1639,臺中市,1997/12,忠明,5.2,1.17,13.4,84.0,43,60,24.99,35.37,-,-,-,18.54,-,-,-,-
1640,臺中市,1997/12,豐原,5.1,0.92,14.1,64.0,-,43,14.04,28.62,-,-,-,18.24,-,-,-,-
1641,臺中市,1997/12,沙鹿,7.9,0.69,17.2,58.0,-,38,11.78,26.1,-,-,-,18.51,-,-,-,-
1642,臺中市,1997/12,大里,4.9,1.16,16.0,96.0,-,-,-,-,-,-,-,19.55,-,-,-,-
1643,臺中市,1997/11,西屯,6.9,1.0,24.7,93.0,-,55,24.8,30.96,2.82,0.61,2.2,22.06,-,-,-,-
1644,臺中市,1997/11,忠明,7.3,1.44,23.4,107.0,55,69,27.05,42.17,-,-,-,22.17,-,-,-,-
1645,臺中市,1997/11,豐原,6.3,1.09,23.0,82.0,-,42,9.14,32.76,-,-,-,22.01,-,-,-,-
1646,臺中市,1997/11,沙鹿,8.5,0.83,26.3,86.0,-,39,9.94,29.48,-,-,-,22.2,-,-,-,-
1647,臺中市,1997/11,大里,6.2,1.02,26.6,109.0,-,45,12.01,32.73,-,-,-,23.07,-,-,-,-
1648,臺中市,1997/10,西屯,6.2,0.76,26.7,79.0,-,36,10.7,24.96,2.59,0.41,2.18,24.85,-,-,-,-
1649,臺中市,1997/10,忠明,6.2,1.11,29.1,88.0,46,52,17.13,34.82,-,-,-,24.85,-,-,-,-
1650,臺中市,1997/10,豐原,6.4,0.93,26.1,77.0,-,34,6.44,27.57,-,-,-,24.6,-,-,-,-
1651,臺中市,1997/10,沙鹿,8.4,0.72,24.0,62.0,-,34,8.2,25.83,-,-,-,24.58,-,-,-,-
1652,臺中市,1997/10,大里,5.1,0.92,26.9,94.0,-,38,9.04,29.4,-,-,-,25.94,-,-,-,-
1653,臺中市,1997/09,西屯,3.9,0.61,22.7,50.0,-,30,9.37,20.28,2.4,0.27,2.13,25.95,-,-,-,-
1654,臺中市,1997/09,忠明,4.5,0.97,20.1,54.0,34,36,12.19,24.13,-,-,-,25.91,-,-,-,-
1655,臺中市,1997/09,豐原,4.2,0.74,21.4,53.0,-,27,5.13,21.77,-,-,-,25.63,-,-,-,-
1656,臺中市,1997/09,沙鹿,5.8,0.54,22.7,40.0,-,26,4.87,20.7,-,-,-,26.07,-,-,-,-
1657,臺中市,1997/09,大里,3.6,0.79,21.8,62.0,-,33,8.32,24.98,-,-,-,26.87,-,-,-,-
1658,臺中市,1997/08,西屯,2.9,0.55,16.6,-,-,27,8.33,18.69,2.26,0.19,2.07,27.87,-,-,-,-
1659,臺中市,1997/08,忠明,3.2,0.98,17.2,47.0,32,32,9.71,22.77,-,-,-,27.7,-,-,-,-
1660,臺中市,1997/08,豐原,3.1,0.68,18.8,48.0,-,21,3.31,17.47,-,-,-,27.24,-,-,-,-
1661,臺中市,1997/08,沙鹿,3.3,0.48,19.4,37.0,-,17,2.23,14.34,-,-,-,28.28,-,-,-,-
1662,臺中市,1997/08,大里,0.4,0.65,18.0,55.0,-,21,5.49,15.52,-,-,-,28.43,-,-,-,-
1663,臺中市,1997/07,西屯,4.8,0.58,18.4,36.0,-,31,11.27,19.77,2.38,0.24,2.14,28.12,-,-,-,-
1664,臺中市,1997/07,忠明,4.7,1.06,19.7,49.0,32,40,13.06,26.93,-,-,-,28.05,-,-,-,-
1665,臺中市,1997/07,豐原,4.5,0.69,19.4,51.0,-,24,4.67,19.13,-,-,-,27.62,-,-,-,-
1666,臺中市,1997/07,沙鹿,4.3,0.48,18.6,37.0,-,18,3.7,14.78,-,-,-,28.48,-,-,-,-
1667,臺中市,1997/07,大里,2.3,0.62,22.0,55.0,-,23,5.4,17.67,-,-,-,28.6,-,-,-,-
1668,臺中市,1997/06,西屯,3.6,0.66,15.9,35.0,-,32,11.42,20.25,-,-,-,26.63,-,-,-,-
1669,臺中市,1997/06,忠明,4.0,1.29,16.3,41.0,30,47,16.51,30.97,-,-,-,26.19,-,-,-,-
1670,臺中市,1997/06,豐原,2.9,0.75,18.2,44.0,-,25,5.25,19.53,-,-,-,25.84,-,-,-,-
1671,臺中市,1997/06,沙鹿,3.3,0.47,17.9,33.0,-,19,3.7,15.43,-,-,-,26.74,-,-,-,-
1672,臺中市,1997/06,大里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1673,臺中市,1997/05,西屯,6.9,0.72,22.7,57.0,-,41,14.87,25.69,-,-,-,26.0,-,-,-,-
1674,臺中市,1997/05,忠明,6.4,1.22,23.7,67.0,36,50,14.03,35.49,-,-,-,25.98,-,-,-,-
1675,臺中市,1997/05,豐原,5.3,0.78,24.8,56.0,-,31,5.6,25.46,-,-,-,25.41,-,-,-,-
1676,臺中市,1997/05,沙鹿,4.9,0.59,22.4,54.0,-,25,5.12,20.32,-,-,-,26.0,-,-,-,-
1677,臺中市,1997/05,大里,3.5,0.75,24.8,69.0,-,30,6.63,23.0,-,-,-,26.61,-,-,-,-
1678,臺中市,1997/04,西屯,4.6,0.71,26.1,74.0,-,32,8.4,23.91,-,-,-,23.29,-,-,-,-
1679,臺中市,1997/04,忠明,6.2,1.19,26.7,87.0,-,49,12.51,36.02,-,-,-,23.18,-,-,-,-
1680,臺中市,1997/04,豐原,6.0,0.82,25.5,60.0,-,33,5.34,27.72,-,-,-,22.61,-,-,-,-
1681,臺中市,1997/04,沙鹿,7.4,0.65,28.0,74.0,-,30,5.1,24.42,-,-,-,22.84,-,-,-,-
1682,臺中市,1997/04,大里,5.6,0.87,28.0,93.0,-,37,7.21,29.97,-,-,-,24.2,-,-,-,-
1683,臺中市,1997/03,西屯,4.5,0.63,26.0,80.0,-,38,12.2,25.89,2.31,0.32,1.99,19.9,-,-,-,-
1684,臺中市,1997/03,忠明,5.2,1.13,23.0,78.0,-,52,16.94,35.5,-,-,-,19.83,-,-,-,-
1685,臺中市,1997/03,豐原,6.0,0.83,22.2,73.0,-,38,7.59,30.15,-,-,-,19.38,-,-,-,-
1686,臺中市,1997/03,沙鹿,6.4,0.58,24.9,68.0,-,31,6.03,24.61,-,-,-,19.7,-,-,-,-
1687,臺中市,1997/03,大里,5.6,0.86,25.3,85.0,-,42,10.15,31.77,-,-,-,21.04,-,-,-,-
1688,臺中市,1997/02,西屯,3.4,0.51,25.1,54.0,-,30,9.91,20.12,2.21,0.22,1.99,16.01,-,-,-,-
1689,臺中市,1997/02,忠明,4.1,0.97,18.0,56.0,-,49,15.15,33.35,-,-,-,15.7,-,-,-,-
1690,臺中市,1997/02,豐原,5.5,0.75,12.4,60.0,-,38,9.52,28.57,-,-,-,15.16,-,-,-,-
1691,臺中市,1997/02,沙鹿,6.4,0.48,25.3,52.0,-,27,4.88,21.65,-,-,-,15.36,-,-,-,-
1692,臺中市,1997/02,大里,4.4,0.76,16.6,65.0,-,44,11.71,32.6,-,-,-,16.93,-,-,-,-
1693,臺中市,1997/01,西屯,3.9,0.67,21.8,79.0,-,37,14.05,22.58,2.35,0.38,1.97,16.1,-,-,-,-
1694,臺中市,1997/01,忠明,5.0,1.2,16.4,75.0,-,62,24.61,36.54,-,-,-,15.74,-,-,-,-
1695,臺中市,1997/01,豐原,20.1,1.06,15.1,68.0,-,42,12.67,29.52,-,-,-,15.36,-,-,-,-
1696,臺中市,1997/01,沙鹿,7.3,0.62,20.6,72.0,-,35,9.37,25.52,-,-,-,16.0,-,-,-,-
1697,臺中市,1997/01,大里,4.8,0.88,17.3,84.0,-,52,17.49,34.21,-,-,-,16.96,-,-,-,-
1698,臺中市,1996/12,西屯,4.7,0.71,23.3,90.0,-,37,13.7,23.48,2.29,0.37,1.92,17.74,-,-,-,-
1699,臺中市,1996/12,忠明,5.7,1.22,19.2,95.0,-,61,25.47,35.69,-,-,-,17.58,-,-,-,-
1700,臺中市,1996/12,豐原,7.7,0.98,17.5,81.0,-,45,12.48,32.26,-,-,-,17.2,-,-,-,-
1701,臺中市,1996/12,沙鹿,7.7,0.63,18.8,83.0,-,38,10.15,27.9,-,-,-,17.67,-,-,-,-
1702,臺中市,1996/12,大里,5.9,1.07,18.8,110.0,-,52,17.98,34.44,-,-,-,18.51,-,-,-,-
1703,臺中市,1996/11,西屯,4.3,0.78,23.0,81.0,-,33,12.3,21.32,2.3,0.38,1.93,22.41,-,-,-,-
1704,臺中市,1996/11,忠明,5.6,1.21,28.7,91.0,-,49,16.26,32.73,-,-,-,22.48,-,-,-,-
1705,臺中市,1996/11,豐原,8.8,0.95,20.3,80.0,-,37,8.89,28.39,-,-,-,21.63,-,-,-,-
1706,臺中市,1996/11,沙鹿,7.5,0.67,21.9,77.0,-,30,6.89,23.24,-,-,-,22.28,-,-,-,-
1707,臺中市,1996/11,大里,5.2,0.97,20.6,109.0,-,39,10.79,28.47,-,-,-,23.4,-,-,-,-
1708,臺中市,1996/10,西屯,4.4,0.71,25.9,56.0,-,32,9.67,21.85,2.29,0.35,1.93,25.45,-,-,-,-
1709,臺中市,1996/10,忠明,5.2,1.15,32.9,67.0,-,45,14.55,30.37,-,-,-,25.49,-,-,-,-
1710,臺中市,1996/10,豐原,6.3,0.9,23.2,63.0,-,34,6.99,27.42,-,-,-,24.55,-,-,-,-
1711,臺中市,1996/10,沙鹿,6.0,0.62,22.8,56.0,-,27,6.1,21.05,-,-,-,25.12,-,-,-,-
1712,臺中市,1996/10,大里,1.7,0.9,25.0,78.0,-,36,8.86,27.23,-,-,-,26.3,-,-,-,-
1713,臺中市,1996/09,西屯,6.1,0.66,31.5,70.0,-,29,5.68,23.16,2.31,0.28,2.03,27.82,-,-,-,-
1714,臺中市,1996/09,忠明,5.6,1.04,41.0,78.0,-,33,5.19,27.39,-,-,-,27.81,-,-,-,-
1715,臺中市,1996/09,豐原,6.2,0.86,33.5,73.0,-,27,2.38,24.84,-,-,-,26.98,-,-,-,-
1716,臺中市,1996/09,沙鹿,7.1,0.63,30.5,65.0,-,23,3.24,19.38,-,-,-,27.99,-,-,-,-
1717,臺中市,1996/09,大里,0.7,0.76,32.5,86.0,-,24,2.53,21.25,-,-,-,28.48,-,-,-,-
1718,臺中市,1996/08,西屯,4.7,0.53,19.0,36.0,-,29,9.65,19.51,2.14,0.16,1.98,28.32,-,-,-,-
1719,臺中市,1996/08,忠明,4.0,0.92,26.9,39.0,-,28,7.11,21.23,-,-,-,27.57,-,-,-,-
1720,臺中市,1996/08,豐原,3.8,0.64,21.6,44.0,-,24,3.87,20.18,-,-,-,27.19,-,-,-,-
1721,臺中市,1996/08,沙鹿,4.6,0.42,21.4,30.0,-,16,3.53,12.32,-,-,-,28.6,-,-,-,-
1722,臺中市,1996/08,大里,0.8,0.64,19.5,51.0,-,20,3.79,15.94,-,-,-,28.64,-,-,-,-
1723,臺中市,1996/07,西屯,5.5,0.54,18.3,49.0,-,27,8.5,18.48,2.16,0.24,1.92,29.6,-,-,-,-
1724,臺中市,1996/07,忠明,4.8,0.91,27.1,-,-,30,7.44,22.3,-,-,-,29.48,-,-,-,-
1725,臺中市,1996/07,豐原,5.1,0.7,19.2,57.0,-,25,5.14,20.29,-,-,-,28.27,-,-,-,-
1726,臺中市,1996/07,沙鹿,6.1,0.44,18.4,40.0,-,17,3.79,12.78,-,-,-,29.53,-,-,-,-
1727,臺中市,1996/07,大里,2.6,0.63,20.4,66.0,-,21,3.74,17.09,-,-,-,29.92,-,-,-,-
1728,臺中市,1996/06,西屯,5.6,0.5,14.2,33.0,-,31,14.11,16.72,2.17,0.2,1.96,28.58,-,-,-,-
1729,臺中市,1996/06,忠明,3.1,0.91,24.0,-,-,29,10.11,18.62,-,-,-,28.56,-,-,-,-
1730,臺中市,1996/06,豐原,4.9,0.6,18.2,40.0,-,21,4.04,17.43,-,-,-,27.62,-,-,-,-
1731,臺中市,1996/06,沙鹿,3.9,0.5,15.1,30.0,-,-,-,-,-,-,-,28.79,-,-,-,-
1732,臺中市,1996/06,大里,2.5,0.52,17.0,44.0,-,19,4.55,14.59,-,-,-,28.9,-,-,-,-
1733,臺中市,1996/05,西屯,6.1,0.81,23.9,55.0,-,41,14.83,26.54,-,-,-,24.15,-,-,-,-
1734,臺中市,1996/05,忠明,5.5,1.24,30.2,-,-,41,14.67,26.8,-,-,-,24.17,-,-,-,-
1735,臺中市,1996/05,豐原,5.8,0.98,22.7,60.0,-,32,6.54,25.9,-,-,-,23.26,-,-,-,-
1736,臺中市,1996/05,沙鹿,4.6,0.65,24.0,50.0,-,24,3.94,20.37,-,-,-,23.99,-,-,-,-
1737,臺中市,1996/05,大里,3.6,0.9,23.6,68.0,-,35,7.85,26.88,-,-,-,24.95,-,-,-,-
1738,臺中市,1996/04,西屯,5.4,0.65,28.5,63.0,-,34,8.89,25.4,2.77,0.34,2.45,19.6,-,-,-,-
1739,臺中市,1996/04,忠明,4.9,1.05,28.9,67.0,-,42,11.76,29.09,-,-,-,19.46,-,-,-,-
1740,臺中市,1996/04,豐原,6.5,0.85,25.2,62.0,-,38,7.5,30.32,-,-,-,18.27,-,-,-,-
1741,臺中市,1996/04,沙鹿,6.0,0.59,31.2,61.0,-,26,3.89,21.76,-,-,-,19.24,-,-,-,-
1742,臺中市,1996/04,大里,3.3,0.87,22.9,72.0,-,39,8.53,30.3,-,-,-,20.1,-,-,-,-
1743,臺中市,1996/03,西屯,4.8,0.7,22.9,74.0,-,38,11.53,26.59,2.3,0.32,1.98,19.65,-,-,-,-
1744,臺中市,1996/03,忠明,4.7,1.07,22.9,87.0,-,50,15.78,33.76,-,-,-,19.63,-,-,-,-
1745,臺中市,1996/03,豐原,6.4,0.94,18.1,80.0,-,42,10.26,31.54,-,-,-,18.55,-,-,-,-
1746,臺中市,1996/03,沙鹿,5.7,0.62,22.5,69.0,-,28,6.02,22.34,-,-,-,18.65,-,-,-,-
1747,臺中市,1996/03,大里,3.1,0.97,19.6,91.0,-,40,10.26,30.12,-,-,-,20.59,-,-,-,-
1748,臺中市,1996/02,西屯,4.1,0.47,26.4,55.0,-,25,6.07,18.53,2.07,0.19,1.88,15.41,-,-,-,-
1749,臺中市,1996/02,忠明,4.3,0.79,23.5,59.0,-,41,11.92,28.5,-,-,-,15.42,-,-,-,-
1750,臺中市,1996/02,豐原,5.3,0.72,20.4,55.0,-,31,7.02,24.33,-,-,-,14.38,-,-,-,-
1751,臺中市,1996/02,沙鹿,6.5,0.49,26.5,73.0,-,26,5.2,20.69,-,-,-,15.78,-,-,-,-
1752,臺中市,1996/02,大里,2.3,0.71,19.7,58.0,-,33,7.27,26.09,-,-,-,16.39,-,-,-,-
1753,臺中市,1996/01,西屯,4.7,0.71,19.7,63.0,-,36,12.37,23.12,2.09,0.25,1.85,16.56,-,-,-,-
1754,臺中市,1996/01,忠明,5.3,1.21,17.2,86.0,-,59,25.83,34.46,-,-,-,16.6,-,-,-,-
1755,臺中市,1996/01,豐原,6.7,0.93,16.0,65.0,-,41,11.7,28.87,-,-,-,15.75,-,-,-,-
1756,臺中市,1996/01,沙鹿,6.6,0.59,18.9,82.0,-,30,6.8,23.58,-,-,-,16.33,-,-,-,-
1757,臺中市,1996/01,大里,4.5,1.01,15.2,84.0,-,50,17.49,32.11,-,-,-,17.36,-,-,-,-
1758,臺中市,1995/12,西屯,4.9,0.59,24.1,65.0,-,26,6.58,19.43,2.12,0.2,1.92,16.81,-,-,-,-
1759,臺中市,1995/12,忠明,5.8,0.95,19.8,75.0,-,45,14.25,30.49,-,-,-,16.74,-,-,-,-
1760,臺中市,1995/12,豐原,6.5,0.86,18.2,59.0,-,33,7.76,25.13,-,-,-,15.78,-,-,-,-
1761,臺中市,1995/12,沙鹿,8.5,0.59,24.1,76.0,-,28,5.67,22.41,-,-,-,16.53,-,-,-,-
1762,臺中市,1995/12,大里,5.7,1.02,15.5,76.0,-,44,14.17,29.97,-,-,-,17.64,-,-,-,-
1763,臺中市,1995/11,西屯,4.7,0.66,23.7,86.0,-,32,10.05,22.15,2.35,0.35,2.01,20.27,-,-,-,-
1764,臺中市,1995/11,忠明,6.0,1.1,22.6,92.0,-,54,20.62,33.32,-,-,-,20.44,-,-,-,-
1765,臺中市,1995/11,豐原,7.9,1.0,20.1,75.0,-,38,9.01,28.61,-,-,-,19.57,-,-,-,-
1766,臺中市,1995/11,沙鹿,8.5,0.6,21.1,82.0,-,30,5.64,24.44,-,-,-,19.99,-,-,-,-
1767,臺中市,1995/11,大里,6.0,1.03,18.8,94.0,-,46,13.71,32.07,-,-,-,21.23,-,-,-,-
1768,臺中市,1995/10,西屯,4.1,0.51,25.9,48.0,-,22,4.56,17.46,2.16,0.24,1.92,25.1,-,-,-,-
