序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
2902,高雄市,1994/05,仁武,10.9,0.69,18.2,78.0,-,35,8.54,26.11,-,-,-,28.03,-,-,-,-
2903,高雄市,1994/05,橋頭,5.2,0.63,23.3,62.0,-,26,6.44,18.34,2.14,0.18,1.94,27.81,-,-,-,-
2904,高雄市,1994/05,美濃,3.1,0.51,30.7,60.0,-,13,1.11,11.3,-,-,-,27.08,-,-,-,-
2905,高雄市,1994/04,左營,10.9,0.87,24.0,70.0,-,31,8.45,19.68,2.32,0.28,2.04,25.8,-,-,-,-
2906,高雄市,1994/04,楠梓,8.9,0.68,18.7,74.0,-,39,13.07,25.44,2.69,0.37,2.33,27.99,-,-,-,-
2907,高雄市,1994/04,前金,12.0,0.95,18.4,78.0,-,33,9.33,24.11,-,-,-,26.7,-,-,-,-
2908,高雄市,1994/04,前鎮,17.5,-,-,75.0,-,44,12.06,31.1,1.84,0.42,1.43,26.59,-,-,-,-
2909,高雄市,1994/04,小港,16.1,0.81,17.6,91.0,-,45,14.1,27.15,2.09,0.29,1.8,28.24,-,-,-,-
2910,高雄市,1994/04,鳳山,17.4,1.03,19.4,97.0,-,44,11.48,32.17,-,-,-,26.59,-,-,-,-
2911,高雄市,1994/04,林園,11.7,0.6,22.3,87.0,-,18,4.2,14.01,2.11,0.36,1.76,26.49,-,-,-,-
2912,高雄市,1994/04,大寮,22.1,0.74,19.0,95.0,-,29,5.61,23.07,-,-,-,27.12,-,-,-,-
2913,高雄市,1994/04,仁武,20.0,0.77,16.0,101.0,-,40,12.01,27.89,1.84,0.32,1.53,25.7,-,-,-,-
2914,高雄市,1994/04,橋頭,8.3,0.66,21.6,79.0,-,30,9.46,20.01,2.19,0.21,1.97,26.59,-,-,-,-
2915,高雄市,1994/04,美濃,4.4,0.54,30.4,84.0,-,19,2.12,15.88,-,-,-,26.3,-,-,-,-
2916,高雄市,1994/03,左營,13.4,1.01,25.1,94.0,-,46,12.64,33.16,2.57,0.39,2.18,19.5,-,-,-,-
2917,高雄市,1994/03,楠梓,9.2,0.75,19.7,107.0,-,50,14.32,35.19,2.58,0.3,2.3,21.46,-,-,-,-
2918,高雄市,1994/03,前金,17.4,1.21,19.0,128.0,-,53,15.18,37.46,-,-,-,20.31,-,-,-,-
2919,高雄市,1994/03,前鎮,17.6,-,-,114.0,-,73,23.89,48.75,2.39,0.58,1.81,20.52,-,-,-,-
2920,高雄市,1994/03,小港,25.7,1.27,17.2,137.0,-,85,35.43,46.74,2.63,0.58,2.05,22.11,-,-,-,-
2921,高雄市,1994/03,鳳山,35.8,1.24,18.1,159.0,-,77,23.81,49.96,-,-,-,20.42,-,-,-,-
2922,高雄市,1994/03,林園,32.8,0.9,25.4,162.0,-,46,12.94,32.86,2.76,0.67,2.1,21.04,-,-,-,-
2923,高雄市,1994/03,大寮,35.9,0.93,22.1,148.0,-,47,10.39,36.73,-,-,-,21.24,-,-,-,-
2924,高雄市,1994/03,仁武,32.9,0.88,16.1,129.0,-,61,18.22,42.0,2.16,0.55,1.62,20.04,-,-,-,-
2925,高雄市,1994/03,橋頭,10.6,0.77,22.3,114.0,-,44,11.58,30.72,2.23,0.26,1.97,20.36,-,-,-,-
2926,高雄市,1994/03,美濃,4.0,0.67,30.8,132.0,-,28,2.37,24.75,-,-,-,20.48,-,-,-,-
2927,高雄市,1994/02,左營,11.1,1.04,21.9,87.0,-,47,15.1,31.94,2.54,0.39,2.17,19.49,-,-,-,-
2928,高雄市,1994/02,楠梓,7.2,0.75,16.7,95.0,-,48,14.57,32.29,2.55,0.37,2.21,21.37,-,-,-,-
2929,高雄市,1994/02,前金,12.3,1.29,16.3,112.0,-,60,21.32,38.8,-,-,-,20.34,-,-,-,-
2930,高雄市,1994/02,前鎮,15.7,-,-,109.0,-,77,29.63,45.86,2.54,0.69,1.87,20.64,-,-,-,-
2931,高雄市,1994/02,小港,24.1,1.37,15.3,125.0,-,84,40.35,42.67,2.7,0.64,2.04,22.21,-,-,-,-
2932,高雄市,1994/02,鳳山,30.5,1.31,16.5,139.0,-,77,28.9,45.5,-,-,-,20.49,-,-,-,-
2933,高雄市,1994/02,林園,32.9,0.97,24.2,147.0,-,47,13.72,32.3,1.22,0.54,0.73,21.2,-,-,-,-
2934,高雄市,1994/02,大寮,32.7,0.93,20.8,134.0,-,44,11.11,33.03,-,-,-,21.39,-,-,-,-
2935,高雄市,1994/02,仁武,27.4,0.92,13.4,110.0,-,58,22.65,35.47,1.95,0.55,1.46,20.05,-,-,-,-
2936,高雄市,1994/02,橋頭,9.1,0.79,18.3,102.0,-,-,30.76,27.4,1.78,0.29,1.5,20.26,-,-,-,-
2937,高雄市,1994/02,美濃,4.2,0.7,26.2,116.0,-,27,3.48,23.2,-,-,-,20.6,-,-,-,-
2938,高雄市,1994/01,左營,13.6,1.15,23.4,105.0,-,55,17.9,36.76,2.69,0.48,2.21,18.2,-,-,-,-
2939,高雄市,1994/01,楠梓,10.5,0.78,17.4,114.0,-,53,16.65,35.91,2.55,0.36,2.2,19.75,-,-,-,-
2940,高雄市,1994/01,前金,17.1,1.33,14.9,138.0,-,59,20.17,39.14,-,-,-,19.01,-,-,-,-
2941,高雄市,1994/01,前鎮,19.2,-,-,127.0,-,85,34.46,48.72,2.6,0.75,1.83,19.45,-,-,-,-
2942,高雄市,1994/01,小港,25.2,1.46,13.9,144.0,-,105,50.69,47.8,2.87,0.78,2.09,20.68,-,-,-,-
2943,高雄市,1994/01,鳳山,31.6,1.35,15.4,161.0,-,84,30.01,47.05,-,-,-,19.04,-,-,-,-
2944,高雄市,1994/01,林園,35.2,1.04,24.4,171.0,-,47,12.14,35.33,1.56,0.57,0.9,19.77,-,-,-,-
2945,高雄市,1994/01,大寮,45.8,1.03,18.8,162.0,-,51,13.02,38.59,-,-,-,19.92,-,-,-,-
2946,高雄市,1994/01,仁武,27.2,0.95,14.3,131.0,-,65,25.11,39.71,2.21,0.63,1.59,18.86,-,-,-,-
2947,高雄市,1994/01,橋頭,12.0,0.89,20.0,117.0,-,55,18.13,35.3,2.39,0.34,2.04,19.05,-,-,-,-
2948,高雄市,1994/01,美濃,5.1,0.7,26.1,130.0,-,30,4.16,25.25,-,-,-,18.7,-,-,-,-
2949,高雄市,1993/12,左營,14.6,1.23,22.6,115.0,-,55,18.27,35.57,2.71,0.44,2.26,18.81,-,-,-,-
2950,高雄市,1993/12,楠梓,9.0,0.76,18.1,132.0,-,60,22.66,37.17,2.71,0.364,2.349,20.0,-,-,-,-
2951,高雄市,1993/12,前金,21.4,0.11,15.3,150.0,-,62,22.96,39.11,-,-,-,19.65,-,-,-,-
2952,高雄市,1993/12,前鎮,17.4,-,-,138.0,-,87,34.15,50.82,2.54,0.73,1.8,19.89,-,-,-,-
2953,高雄市,1993/12,復興,68.1,1.8,-,178.0,-,89,45.04,43.68,4.31,0.851,3.407,18.99,-,-,79.24,-
2954,高雄市,1993/12,小港,24.3,1.52,14.7,162.0,-,108,53.81,49.71,2.9,0.79,2.11,21.31,-,-,-,-
2955,高雄市,1993/12,鳳山,36.0,1.39,16.7,182.0,-,79,34.73,43.52,-,-,-,19.68,-,-,-,-
2956,高雄市,1993/12,林園,37.6,1.08,26.8,189.0,-,54,15.12,38.33,2.73,0.84,1.97,20.33,-,-,-,-
2957,高雄市,1993/12,大寮,60.0,0.99,18.9,174.0,-,57,16.02,40.82,-,-,-,20.46,-,-,-,-
2958,高雄市,1993/12,仁武,24.2,0.92,14.6,148.0,-,71,28.11,42.67,2.32,0.63,1.7,19.33,-,-,-,-
2959,高雄市,1993/12,橋頭,12.2,0.88,19.2,137.0,-,56,19.58,37.04,2.42,0.33,2.08,19.61,-,-,-,-
2960,高雄市,1993/12,美濃,4.7,0.68,26.0,124.0,-,30,5.21,23.98,-,-,-,19.11,-,-,-,-
2961,高雄市,1993/11,左營,15.4,1.15,28.4,110.0,-,48,14.29,33.59,2.72,0.46,2.26,22.97,-,-,-,-
2962,高雄市,1993/11,楠梓,7.6,0.75,21.1,111.0,-,52,19.73,32.05,2.89,0.39,2.555,24.4,-,-,-,-
2963,高雄市,1993/11,前金,17.3,0.12,21.7,135.0,-,53,15.86,37.36,-,-,-,23.8,-,-,-,-
2964,高雄市,1993/11,前鎮,18.7,-,-,124.0,-,67,22.7,43.4,2.51,0.66,1.85,23.93,-,-,-,-
2965,高雄市,1993/11,復興,65.9,1.79,-,260.0,-,75,34.29,40.62,3.68,0.86,2.771,23.49,-,-,82.48,-
2966,高雄市,1993/11,小港,21.4,1.29,18.8,144.0,-,76,30.47,42.01,2.83,0.61,2.22,25.17,-,-,-,-
2967,高雄市,1993/11,鳳山,23.7,1.34,21.4,147.0,-,56,18.58,37.22,-,-,-,23.7,-,-,-,-
2968,高雄市,1993/11,林園,24.6,0.87,33.8,157.0,-,34,8.46,25.86,3.19,0.73,2.48,23.53,-,-,-,-
2969,高雄市,1993/11,大寮,42.6,0.96,22.4,154.0,-,44,10.64,32.93,-,-,-,24.32,-,-,-,-
2970,高雄市,1993/11,仁武,25.0,0.87,16.8,120.0,-,55,18.67,36.66,2.17,0.56,1.62,23.51,-,-,-,-
2971,高雄市,1993/11,橋頭,12.0,0.86,23.1,129.0,-,46,15.15,31.67,2.44,0.31,2.12,23.58,-,-,-,-
2972,高雄市,1993/11,美濃,3.9,0.63,31.2,108.0,-,22,2.33,19.0,-,-,-,23.49,-,-,-,-
2973,高雄市,1993/10,左營,16.4,0.95,36.0,102.0,-,42,9.14,30.69,1.8,0.31,1.51,24.92,-,-,-,-
2974,高雄市,1993/10,楠梓,9.7,0.6,28.9,107.0,-,42,11.97,29.73,2.21,0.458,2.065,26.51,-,-,-,-
2975,高雄市,1993/10,前金,20.5,0.07,29.1,129.0,-,42,8.63,33.38,-,-,-,25.65,-,-,-,-
2976,高雄市,1993/10,前鎮,25.3,-,-,121.0,-,51,13.74,35.94,2.33,0.5,1.84,25.98,-,-,-,-
2977,高雄市,1993/10,復興,55.6,1.38,-,95.0,-,63,25.9,40.48,2.97,0.737,2.179,25.78,-,-,53.58,-
2978,高雄市,1993/10,小港,24.8,1.01,29.2,136.0,-,61,21.33,36.76,2.47,0.46,2.0,27.11,-,-,-,-
2979,高雄市,1993/10,鳳山,23.6,1.17,28.7,140.0,-,52,11.62,38.61,-,-,-,25.6,-,-,-,-
2980,高雄市,1993/10,林園,22.1,0.7,46.6,-,-,25,4.54,20.06,2.81,0.41,2.39,23.25,-,-,-,-
2981,高雄市,1993/10,大寮,27.5,0.82,30.3,-,-,33,5.0,28.29,-,-,-,26.27,-,-,-,-
2982,高雄市,1993/10,仁武,24.7,0.75,24.6,115.0,-,46,12.76,33.72,2.1,0.48,1.62,25.19,-,-,-,-
2983,高雄市,1993/10,橋頭,15.4,0.67,31.8,109.0,-,37,8.7,28.41,2.25,0.21,2.04,25.65,-,-,-,-
2984,高雄市,1993/10,美濃,6.6,0.6,40.4,111.0,-,19,0.94,17.78,-,-,-,25.39,-,-,-,-
2985,高雄市,1993/09,左營,12.5,0.9,31.8,74.0,-,31,9.14,22.13,1.36,0.27,1.09,27.64,-,-,-,-
2986,高雄市,1993/09,楠梓,6.7,0.55,24.0,75.0,-,32,-,21.86,-,-,-,29.03,-,-,-,-
2987,高雄市,1993/09,前金,13.0,0.06,27.6,89.0,-,30,6.29,23.97,-,-,-,28.37,-,-,-,-
2988,高雄市,1993/09,前鎮,24.1,-,-,94.0,-,-,-,-,2.06,0.36,1.7,28.76,-,-,-,-
2989,高雄市,1993/09,復興,50.6,1.12,27.7,73.0,-,45,15.53,30.14,2.77,0.632,2.087,28.21,-,-,70.61,-
2990,高雄市,1993/09,小港,14.0,0.77,25.5,96.0,-,32,7.6,22.33,2.31,0.23,2.07,29.6,-,-,-,-
2991,高雄市,1993/09,鳳山,15.5,1.04,24.2,98.0,-,15,6.86,-,-,-,-,28.07,-,-,-,-
2992,高雄市,1993/09,林園,12.4,0.57,34.9,173.0,-,13,1.32,12.69,2.64,0.26,2.39,25.46,-,-,-,-
2993,高雄市,1993/09,大寮,11.2,0.65,23.5,112.0,-,20,2.66,17.91,-,-,-,28.37,-,-,-,-
2994,高雄市,1993/09,仁武,13.2,0.66,22.6,83.0,-,29,6.86,22.1,1.8,0.33,1.48,27.7,-,-,-,-
2995,高雄市,1993/09,橋頭,12.4,0.6,29.7,69.0,-,28,6.62,19.84,2.12,0.19,1.94,28.18,-,-,-,-
2996,高雄市,1993/09,美濃,3.4,0.5,34.3,79.0,-,13,0.96,11.74,-,-,-,27.27,-,-,-,-
2997,高雄市,1993/08,左營,12.1,0.79,11.9,46.0,-,30,13.23,20.31,1.1,0.24,0.85,28.56,-,-,-,-
2998,高雄市,1993/08,楠梓,29.1,1.34,8.9,61.0,-,47,29.86,16.28,1.89,0.648,1.19,28.75,-,-,86.08,-
2999,高雄市,1993/08,前金,17.6,2.44,12.4,58.0,-,55,25.37,29.15,-,-,-,29.52,-,-,64.52,-
3000,高雄市,1993/08,前鎮,22.3,-,-,62.0,-,-,-,-,1.97,0.37,1.6,29.36,-,-,-,-
3001,高雄市,1993/08,復興,40.3,0.92,10.5,56.0,-,43,18.29,24.46,3.05,0.59,2.419,28.81,-,-,79.61,-
3002,高雄市,1993/08,小港,15.6,0.73,11.2,59.0,-,28,12.15,14.3,2.21,0.24,1.99,30.26,-,-,-,-
3003,高雄市,1993/08,鳳山,21.0,1.37,17.1,51.0,-,49,22.41,25.44,-,-,-,28.56,-,-,60.12,-
3004,高雄市,1993/08,林園,6.9,0.45,20.6,94.0,-,10,2.93,-,2.46,0.23,2.24,26.38,-,-,-,-
3005,高雄市,1993/08,大寮,8.4,0.51,13.0,52.0,-,16,3.88,14.67,-,-,-,28.93,-,-,-,-
3006,高雄市,1993/08,仁武,-,0.56,11.4,-,-,26,10.09,16.04,1.67,0.23,1.46,28.61,-,-,-,-
3007,高雄市,1993/08,橋頭,19.3,0.5,14.8,39.0,-,27,10.69,15.03,2.05,0.18,1.87,28.98,-,-,-,-
3008,高雄市,1993/08,美濃,-,0.42,21.7,50.0,-,10,1.21,8.96,-,-,-,28.04,-,-,-,-
3009,高雄市,1993/07,左營,8.6,0.74,7.4,37.0,-,25,12.29,12.14,1.0,0.22,0.78,28.78,-,-,-,-
3010,高雄市,1993/07,楠梓,29.8,1.8,7.9,53.0,-,49,32.61,15.4,2.07,0.653,1.371,29.25,-,-,86.25,-
3011,高雄市,1993/07,前金,14.4,2.71,7.8,50.0,-,24,11.4,13.05,-,-,-,29.76,-,-,66.71,-
3012,高雄市,1993/07,前鎮,18.4,-,-,38.0,-,32,32.01,0.33,1.83,0.31,1.53,29.54,-,-,-,-
3013,高雄市,1993/07,復興,40.8,0.86,9.6,51.0,-,38,18.36,18.8,2.7,0.539,2.109,29.18,-,-,80.22,-
3014,高雄市,1993/07,小港,10.1,0.61,7.1,54.0,-,30,14.83,12.69,2.07,0.21,1.85,30.51,-,-,-,-
3015,高雄市,1993/07,鳳山,29.9,1.67,9.4,73.0,-,68,37.61,31.24,-,-,-,29.36,-,-,67.96,-
3016,高雄市,1993/07,林園,7.1,0.37,12.3,99.0,-,12,3.56,8.65,2.26,0.24,2.04,26.57,-,-,-,-
3017,高雄市,1993/07,大寮,7.5,0.54,7.8,47.0,-,22,8.4,14.22,-,-,-,29.68,-,-,-,-
3018,高雄市,1993/07,仁武,8.0,0.47,7.4,42.0,-,31,15.31,15.51,1.8,0.22,1.58,28.95,-,-,-,-
3019,高雄市,1993/07,橋頭,10.5,0.49,9.5,30.0,-,26,13.28,11.94,1.94,0.14,1.78,29.75,-,-,-,-
3020,高雄市,1993/07,美濃,1.8,0.41,19.8,61.0,-,11,1.67,9.22,-,-,-,28.76,-,-,-,-
3021,高雄市,1993/06,楠梓,36.3,1.37,6.0,51.0,-,53,36.25,16.46,1.89,0.774,1.063,28.33,-,-,88.83,-
3022,高雄市,1993/06,前金,17.8,1.3,5.4,79.0,-,55,36.03,19.46,-,-,-,28.26,-,-,71.84,-
3023,高雄市,1993/06,復興,47.2,0.94,-,64.0,-,45,22.3,21.75,3.37,0.628,2.698,28.41,-,-,83.77,-
3024,高雄市,1993/06,鳳山,20.2,1.26,13.2,66.0,-,80,44.1,35.77,-,-,-,28.52,-,-,78.37,-
3025,高雄市,1993/05,楠梓,30.5,1.23,13.2,71.0,-,61,34.86,25.39,2.01,0.783,1.18,27.26,-,-,84.9,-
3026,高雄市,1993/05,前金,17.5,1.75,14.6,62.0,-,51,20.95,29.9,-,-,-,26.63,-,-,70.98,-
3027,高雄市,1993/05,復興,44.3,0.97,18.2,82.0,-,46,17.2,28.77,3.85,0.758,3.047,27.32,-,-,80.39,-
3028,高雄市,1993/05,鳳山,28.9,1.49,19.2,58.0,-,78,31.61,46.6,-,-,-,27.27,-,-,75.51,-
3029,高雄市,1993/04,楠梓,27.7,1.11,18.7,96.0,-,61,34.12,25.99,1.94,0.752,1.14,23.96,-,-,86.44,-
3030,高雄市,1993/04,前金,16.6,1.72,17.3,123.0,-,44,17.85,25.92,-,-,-,21.94,-,-,76.44,-
3031,高雄市,1993/04,復興,45.6,1.13,-,85.0,-,57,21.42,34.57,-,-,-,24.03,-,-,81.37,-
3032,高雄市,1993/04,鳳山,47.2,1.52,16.3,80.0,-,79,32.43,46.53,-,-,-,23.56,-,-,70.7,-
3033,高雄市,1993/03,楠梓,33.0,1.06,16.0,105.0,-,65,35.22,28.81,1.97,0.785,1.135,21.01,-,-,84.7,-
3034,高雄市,1993/03,前金,21.6,1.49,18.5,110.0,-,50,20.52,29.17,-,-,-,21.16,-,-,68.98,-
3035,高雄市,1993/03,復興,57.1,1.44,-,100.0,-,72,30.85,40.85,2.86,0.675,2.139,21.39,-,-,78.7,-
3036,高雄市,1993/03,鳳山,51.6,1.71,18.4,117.0,-,95,39.45,54.66,-,-,-,21.06,-,-,62.43,-
3037,高雄市,1993/02,楠梓,35.6,1.1,20.9,137.0,-,72,38.29,33.46,2.04,0.788,1.202,19.46,-,-,81.57,-
3038,高雄市,1993/02,前金,27.1,1.64,19.7,139.0,-,71,27.3,42.11,-,-,-,20.87,-,-,65.05,-
3039,高雄市,1993/02,復興,30.9,1.93,-,-,-,91,41.39,49.25,-,-,-,21.68,-,-,61.91,-
3040,高雄市,1993/02,鳳山,44.9,1.95,-,136.0,-,106,36.12,68.77,-,-,-,21.15,-,-,59.13,-
3041,高雄市,1993/01,楠梓,24.1,0.94,14.8,116.0,-,58,28.8,28.34,2.04,0.7,1.29,16.59,-,-,82.78,-
3042,高雄市,1993/01,前金,18.2,1.89,17.6,134.0,-,67,24.49,41.51,-,-,-,18.85,-,-,62.68,-
3043,高雄市,1993/01,復興,24.6,1.77,13.2,74.0,-,96,58.27,37.42,-,-,-,18.33,-,-,64.81,-
3044,高雄市,1993/01,鳳山,55.2,1.56,-,115.0,-,110,43.13,66.76,-,-,-,18.99,-,-,60.13,-
3045,高雄市,1992/12,楠梓,31.7,1.18,12.8,121.0,-,63,34.81,27.24,2.29,1.143,1.097,19.98,-,-,87.74,-
3046,高雄市,1992/12,前金,20.3,2.16,-,174.0,-,80,26.92,51.49,-,-,-,20.97,-,-,63.97,-
3047,高雄市,1992/12,復興,23.9,2.52,14.5,108.0,-,97,50.56,45.72,-,-,-,20.54,-,-,52.94,-
3048,高雄市,1992/12,鳳山,37.0,1.71,-,162.0,-,129,50.81,77.25,-,-,-,21.0,-,-,60.58,-
3049,高雄市,1992/11,楠梓,25.7,0.98,21.0,104.0,-,54,28.8,25.2,2.34,1.093,1.2,21.08,-,-,84.77,-
3050,高雄市,1992/11,前金,29.5,2.08,18.0,103.0,-,60,21.81,37.16,-,-,-,22.04,-,-,62.62,-
3051,高雄市,1992/11,復興,30.3,2.55,20.5,101.0,-,81,40.14,39.95,-,-,-,21.7,-,-,57.15,-
3052,高雄市,1992/11,鳳山,37.6,1.93,-,111.0,-,81,33.13,46.82,-,-,-,21.49,-,-,59.65,-
3053,高雄市,1992/10,楠梓,19.3,1.19,24.5,100.0,-,51,24.83,26.32,2.69,1.228,1.414,24.28,-,-,67.31,-
3054,高雄市,1992/10,前金,23.0,2.15,29.8,89.0,-,54,19.34,33.24,-,-,-,27.45,-,-,52.7,-
3055,高雄市,1992/10,復興,36.8,2.05,25.8,109.0,-,73,39.3,34.18,-,-,-,24.5,-,-,58.75,-
3056,高雄市,1992/10,鳳山,42.4,2.13,-,173.0,-,80,26.78,52.41,-,-,-,25.0,-,-,64.42,-
3057,高雄市,1992/09,楠梓,25.1,1.29,24.7,81.0,-,43,24.72,18.0,2.64,1.177,1.416,27.38,-,-,75.47,-
3058,高雄市,1992/09,前金,25.5,2.1,-,89.0,-,45,14.03,30.09,-,-,-,25.46,-,-,67.22,-
3059,高雄市,1992/09,復興,27.5,2.29,18.9,98.0,-,54,24.98,28.17,-,-,-,28.38,-,-,58.63,-
3060,高雄市,1992/09,鳳山,23.0,1.88,7.8,121.0,-,42,19.84,22.31,-,-,-,27.5,-,-,69.31,-
3061,高雄市,1992/08,楠梓,26.3,1.19,9.6,59.0,-,39,23.32,15.29,2.23,0.971,1.213,28.24,-,-,87.83,-
3062,高雄市,1992/08,前金,17.8,2.05,12.5,67.0,-,36,16.4,19.36,-,-,-,27.63,-,-,58.39,-
3063,高雄市,1992/08,復興,29.1,2.61,12.4,52.0,-,41,19.9,20.73,-,-,-,29.5,-,-,55.62,-
3064,高雄市,1992/08,鳳山,17.2,2.62,8.2,83.0,-,38,19.79,17.33,-,-,-,28.33,-,-,63.15,-
3065,高雄市,1992/07,楠梓,28.3,1.24,10.2,73.0,-,45,29.44,15.35,2.26,1.048,1.162,28.39,-,-,86.48,-
3066,高雄市,1992/07,前金,17.9,1.67,13.9,107.0,-,40,18.16,22.04,-,-,-,26.75,-,-,64.46,-
3067,高雄市,1992/07,復興,27.3,1.82,15.5,66.0,-,43,22.14,19.97,-,-,-,29.37,-,-,58.6,-
3068,高雄市,1992/07,鳳山,20.3,1.69,9.7,105.0,-,-,-,-,-,-,-,28.51,-,-,68.96,-
3069,高雄市,1992/06,楠梓,36.6,1.27,15.9,92.0,-,59,35.94,22.9,2.71,1.207,1.451,28.16,-,-,86.15,-
3070,高雄市,1992/06,前金,17.4,2.03,16.4,91.0,-,42,18.63,24.9,-,-,-,27.07,-,-,75.18,-
3071,高雄市,1992/06,復興,26.8,1.6,15.9,73.0,-,47,24.05,22.09,-,-,-,28.81,-,-,60.94,-
3072,高雄市,1992/06,鳳山,19.8,2.54,14.7,111.0,-,44,20.23,23.32,-,-,-,28.39,-,-,65.1,-
3073,高雄市,1992/05,楠梓,38.7,1.22,19.8,95.0,-,63,30.46,32.41,2.17,0.774,1.369,26.33,-,-,86.1,-
3074,高雄市,1992/05,前金,36.7,1.85,19.0,126.0,-,45,15.48,30.5,-,-,-,25.6,-,-,65.0,-
3075,高雄市,1992/05,復興,25.1,1.79,19.0,80.0,-,59,26.57,33.16,-,-,-,26.82,-,-,61.88,-
3076,高雄市,1992/05,鳳山,23.0,2.34,16.2,122.0,-,51,19.88,30.53,-,-,-,26.32,-,-,69.65,-
3077,高雄市,1992/04,楠梓,40.0,1.34,13.1,94.0,-,72,40.34,31.32,2.2,0.821,1.333,23.78,-,-,89.69,-
3078,高雄市,1992/04,前金,18.2,2.91,14.4,142.0,-,64,28.63,36.35,-,-,-,23.36,-,-,78.25,-
3079,高雄市,1992/04,復興,25.5,2.14,11.4,121.0,-,84,49.06,34.12,-,-,-,24.35,-,-,69.37,-
3080,高雄市,1992/04,鳳山,17.9,2.17,11.7,145.0,-,61,27.51,32.83,-,-,-,23.98,-,-,73.27,-
3081,高雄市,1992/03,楠梓,38.4,1.18,18.4,122.0,-,65,32.1,32.85,2.03,0.696,1.282,22.84,-,-,84.76,-
3082,高雄市,1992/03,前金,21.6,1.89,15.1,151.0,-,55,29.92,26.9,-,-,-,22.48,-,-,81.47,-
3083,高雄市,1992/03,復興,32.5,1.82,11.1,116.0,-,69,34.31,34.36,-,-,-,23.23,-,-,73.33,-
3084,高雄市,1992/03,鳳山,30.1,2.05,11.9,133.0,-,64,28.42,34.56,-,-,-,23.13,-,-,73.33,-
3085,高雄市,1992/02,楠梓,30.2,0.94,19.1,115.0,-,68,32.36,34.99,2.05,0.709,1.289,17.53,-,-,84.99,-
3086,高雄市,1992/02,前金,20.2,2.26,16.6,92.0,-,57,28.62,28.67,-,-,-,17.87,-,-,80.08,-
3087,高雄市,1992/02,復興,33.3,1.85,9.8,87.0,-,77,42.64,33.27,-,-,-,18.48,-,-,73.46,-
3088,高雄市,1992/02,鳳山,38.2,1.4,14.1,132.0,-,67,30.53,35.96,-,-,-,18.09,-,-,73.99,-
3089,高雄市,1992/01,楠梓,28.8,0.74,20.0,144.0,-,68,32.57,35.24,2.33,0.595,1.686,16.84,-,-,85.29,-
3090,高雄市,1992/01,前金,20.2,2.6,15.4,114.0,-,62,28.29,35.13,-,-,-,17.64,-,-,78.22,-
3091,高雄市,1992/01,復興,21.1,2.2,8.8,117.0,-,87,53.03,34.13,-,-,-,18.11,-,-,78.9,-
3092,高雄市,1992/01,鳳山,42.3,1.81,12.1,150.0,-,83,40.53,42.14,-,-,-,17.43,-,-,75.3,-
3093,高雄市,1991/12,楠梓,34.5,1.02,20.1,137.0,-,77,41.07,35.23,2.49,0.569,1.881,19.22,-,-,85.56,-
3094,高雄市,1991/12,前金,25.5,1.99,18.1,156.0,-,69,31.66,38.99,-,-,-,18.81,-,-,78.82,-
3095,高雄市,1991/12,復興,41.3,2.44,13.9,176.0,-,96,54.75,40.91,-,-,-,20.16,-,-,80.49,-
3096,高雄市,1991/12,鳳山,33.6,2.08,16.7,163.0,-,77,33.7,43.32,-,-,-,18.98,-,-,78.9,-
3097,高雄市,1991/11,楠梓,35.2,1.13,20.7,125.0,-,69,32.78,35.64,2.57,0.529,1.998,21.78,-,-,86.14,-
3098,高雄市,1991/11,前金,19.7,2.44,14.1,158.0,-,46,21.08,25.05,-,-,-,22.07,-,-,78.39,-
3099,高雄市,1991/11,復興,30.6,2.01,19.6,182.0,-,80,43.04,36.23,-,-,-,22.56,-,-,81.72,-
3100,高雄市,1991/11,鳳山,45.9,2.11,19.6,167.0,-,64,25.58,37.73,-,-,-,21.09,-,-,76.35,-
3101,高雄市,1991/10,楠梓,27.0,1.03,23.5,116.0,-,55,25.71,29.03,2.9,0.632,2.332,24.48,-,-,86.57,-
3102,高雄市,1991/10,前金,20.0,2.09,20.4,158.0,-,39,15.46,22.68,-,-,-,25.2,-,-,72.29,-
3103,高雄市,1991/10,復興,26.9,2.17,22.4,157.0,-,54,23.6,30.07,-,-,-,24.96,-,-,75.19,-
3104,高雄市,1991/10,鳳山,36.4,2.14,22.0,124.0,-,52,15.59,35.54,-,-,-,23.02,-,-,75.26,-
3105,高雄市,1991/09,楠梓,26.4,1.29,15.2,94.0,-,50,24.34,24.8,2.96,0.666,2.249,27.32,-,-,89.22,-
3106,高雄市,1991/09,前金,21.7,2.72,18.2,120.0,-,41,15.55,25.17,-,-,-,29.11,-,-,59.99,-
